Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,20,NYK,New York Knicks,Patrick Ewing,29,12,12,482,8.1,17.9,0.46,0.0,0.1,0.0,8.1,17.8,0.46,4.0,5.5,0.74,2.5,7.5,9.9,2.0,0.5,2.3,1.7,3.7,20.3,884
1992,20,NYK,New York Knicks,Xavier McDaniel,28,12,12,458,7.4,15.5,0.48,0.2,0.6,0.25,7.2,14.9,0.49,2.8,3.9,0.74,3.4,3.4,6.8,1.8,0.7,0.2,2.1,2.7,17.8,1917
1992,20,NYK,New York Knicks,Mark Jackson,26,12,12,368,3.6,9.0,0.4,0.4,2.1,0.19,3.2,6.9,0.46,2.2,2.6,0.82,1.2,1.5,2.6,8.4,1.0,0.0,2.9,2.5,9.8,1408
1992,20,NYK,New York Knicks,Charles Oakley,28,12,12,354,2.2,5.9,0.38,0.0,0.0,,2.2,5.9,0.38,2.0,2.7,0.74,4.5,6.5,11.0,0.8,0.8,0.5,1.5,3.7,6.5,2181
1992,20,NYK,New York Knicks,Gerald Wilkins,28,12,12,344,4.7,11.4,0.41,0.1,1.4,0.08,4.6,10.0,0.46,1.7,2.4,0.7,1.3,1.9,3.1,3.6,0.5,0.1,1.6,3.7,11.2,3121
1992,20,NYK,New York Knicks,John Starks,26,12,0,295,5.6,15.0,0.37,1.3,5.6,0.24,4.3,9.4,0.46,5.1,6.3,0.81,0.9,2.8,3.7,4.6,2.1,0.0,2.7,5.5,17.7,2737
1992,20,NYK,New York Knicks,Anthony Mason,25,12,0,288,2.4,5.4,0.44,0.0,0.0,,2.4,5.4,0.44,2.7,3.5,0.79,3.5,6.0,9.5,1.2,0.2,1.0,1.4,4.2,7.5,1864
1992,20,NYK,New York Knicks,Greg Anthony,24,12,0,213,3.2,7.8,0.41,0.8,2.0,0.42,2.4,5.7,0.41,3.4,5.6,0.61,0.7,2.2,2.9,6.9,2.7,0.2,2.2,4.7,10.6,95
1992,20,NYK,New York Knicks,Kiki Vandeweghe,33,8,0,75,6.2,11.5,0.54,1.9,2.4,0.8,4.3,9.1,0.47,2.9,3.4,0.86,1.4,1.4,2.9,1.9,1.0,0.5,0.5,4.8,17.3,2954
1992,20,NYK,New York Knicks,James Donaldson,34,2,0,11,6.5,6.5,1.0,0.0,0.0,,6.5,6.5,1.0,0.0,0.0,,0.0,13.1,13.1,0.0,0.0,3.3,6.5,6.5,13.1,756
1992,20,NYK,New York Knicks,Kennard Winchester,25,3,0,11,9.8,16.4,0.6,0.0,0.0,,9.8,16.4,0.6,0.0,3.3,0.0,0.0,0.0,0.0,6.5,0.0,0.0,3.3,0.0,19.6,3202
1992,20,NYK,New York Knicks,Tim McCormick,29,1,0,6,0.0,12.0,0.0,0.0,0.0,,0.0,12.0,0.0,0.0,0.0,,0.0,18.0,18.0,0.0,0.0,0.0,0.0,6.0,0.0,1908
