NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
42,Vin Baker,PF,6-11,232,1971-11-23,US,7,University of Hartford
31,Brent Barry,SG,6-6,185,1971-12-31,US,5,Oregon State
15,Emanual Davis,SG,6-4,195,1968-08-27,US,3,Delaware State University
29,Pervis Ellison,C,6-9,210,1967-04-03,US,10,Louisville
33,Patrick Ewing,C,7-0,240,1962-08-05,JM,15,Georgetown
7,Rashard Lewis,PF,6-10,215,1979-08-08,US,2,
24,Desmond Mason,SF,6-7,224,1977-10-11,US,R,Oklahoma State
34,Jelani McCoy,C,6-10,245,1977-12-06,US,2,UCLA
0,Olumide Oyedeji,C,6-10,240,1981-05-11,NG,R,
21,Ruben Patterson,SF,6-5,224,1975-07-31,US,2,Cincinnati
20,Gary Payton,PG,6-4,180,1968-07-23,US,10,Oregon State
1,Shammond Williams,PG,6-1,201,1975-04-05,US,2,UNC
25,David Wingate,SG,6-5,185,1963-12-15,US,14,Georgetown
45,Rubén Wolkowyski,PF,6-10,270,1973-09-30,AR,R,
