NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
44,Dalibor Bagarić,C,7-1,255,1980-02-07,DE,R,
25,Corey Benjamin,PG,6-6,200,1978-02-24,US,2,Oregon State
42,Elton Brand,PF,6-8,275,1979-03-11,US,1,Duke
1,Jamal Crawford,PG,6-5,185,1980-03-20,US,R,Michigan
24,Bryce Drew,PG,6-2,185,1974-09-21,US,2,Valparaiso
2,Khalid El-Amin,PG,5-10,200,1979-04-25,US,R,UConn
21,Marcus Fizer,PF,6-9,262,1978-08-10,US,R,Iowa State
30,Steve Goodrich,PF,6-10,220,1976-03-18,US,R,Princeton
11,A.J. Guyton,PG,6-1,180,1978-02-12,US,R,Indiana
20,Fred Hoiberg,SG,6-4,203,1972-10-15,US,5,Iowa State
5,Ron Mercer,SG,6-7,210,1976-05-18,US,3,Kentucky
40,Brad Miller,C,6-11,244,1976-04-12,US,2,Purdue
51,Michael Ruffin,PF,6-9,246,1977-01-21,US,1,Tulsa
12,Dragan Tarlać,C,6-10,260,1973-05-09,RS,R,
43,Jake Voskuhl,C,6-11,245,1977-11-01,US,R,UConn
15,Metta World Peace,SF,6-6,260,1979-11-13,US,1,St. John's
