NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
24,Jonathan Bender,SF,6-11,202,1981-01-30,US,1,
4,Travis Best,PG,5-11,182,1972-07-12,US,5,Georgia Tech
44,Austin Croshere,PF,6-9,235,1975-05-01,US,3,Providence
2,Tyus Edney,PG,5-10,152,1973-02-14,US,3,UCLA
10,Jeff Foster,C,6-11,236,1977-01-16,US,1,Texas State University
3,Al Harrington,PF,6-9,230,1980-02-17,US,2,
8,Lari Ketner,PF,6-9,277,1977-02-01,US,1,UMass
9,Derrick McKey,SF,6-9,205,1966-10-10,US,13,Alabama
31,Reggie Miller,SG,6-7,185,1965-08-24,US,13,UCLA
6,Terry Mills,PF,6-10,230,1967-12-21,US,10,Michigan
7,Jermaine O'Neal,C,6-11,226,1978-10-13,US,4,
14,Sam Perkins,PF,6-9,235,1961-06-14,US,16,UNC
5,Jalen Rose,SF,6-8,210,1973-01-30,US,6,Michigan
40,Bruno Šundov,C,7-2,220,1980-02-10,HR,2,
55,Žan Tabak,C,7-0,245,1970-06-15,HR,5,
