PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Josh Okogie,21,62,28,1547,4.0,9.3,0.42700000000000005,1.0,3.6,0.266,3.0,5.7,0.529,3.5,4.4,0.7959999999999999,2.0,4.2,6.2,2.3,1.6,0.6,2.0,3.2,12.4
Jarrett Culver,20,63,35,1506,5.5,13.6,0.40399999999999997,1.6,5.3,0.299,3.9,8.3,0.47100000000000003,1.3,2.8,0.462,1.7,3.4,5.1,2.6,1.4,0.9,1.9,3.0,13.9
Andrew Wiggins,24,42,42,1455,8.7,19.5,0.444,2.3,6.8,0.331,6.4,12.7,0.505,3.7,5.1,0.72,1.2,4.2,5.4,3.8,0.7,0.9,2.6,2.5,23.3
Robert Covington,29,48,47,1411,5.5,12.7,0.435,2.8,8.0,0.34600000000000003,2.8,4.7,0.5870000000000001,1.9,2.4,0.7979999999999999,0.9,6.4,7.3,1.4,2.0,1.1,1.9,3.8,15.7
Karl-Anthony Towns,24,35,35,1187,9.6,18.9,0.508,3.5,8.4,0.41200000000000003,6.1,10.5,0.586,5.5,6.9,0.7959999999999999,2.9,8.6,11.5,4.6,1.0,1.3,3.3,3.5,28.1
Jeff Teague,31,34,13,945,5.5,12.3,0.44799999999999995,1.3,3.3,0.379,4.3,9.0,0.473,4.8,5.5,0.868,0.6,2.8,3.4,7.9,1.0,0.5,2.9,2.7,17.1
Shabazz Napier,28,36,22,856,4.8,11.9,0.40299999999999997,2.0,6.7,0.29600000000000004,2.8,5.2,0.54,3.0,3.7,0.818,0.7,3.9,4.6,7.9,1.7,0.3,3.2,2.6,14.6
Gorgui Dieng,30,46,17,778,5.7,12.8,0.44799999999999995,2.1,5.6,0.38299999999999995,3.6,7.3,0.49700000000000005,2.2,2.7,0.797,3.4,8.5,11.8,2.7,1.7,1.9,2.0,4.1,15.8
Treveon Graham,26,33,20,663,3.4,9.5,0.354,1.1,4.5,0.24100000000000002,2.3,5.0,0.457,1.5,2.0,0.73,1.6,3.9,5.4,1.6,0.9,0.1,1.0,3.6,9.3
Keita Bates-Diop,24,37,0,646,4.8,11.5,0.42200000000000004,1.7,5.2,0.33,3.1,6.2,0.5,2.6,3.6,0.708,1.2,5.0,6.1,1.7,0.9,1.1,0.8,2.0,14.0
Jordan McLaughlin,23,30,2,590,5.3,10.9,0.489,1.8,4.6,0.382,3.5,6.2,0.569,1.6,2.4,0.667,0.4,2.6,3.0,7.6,2.1,0.2,1.9,1.9,14.0
Jake Layman,25,23,2,505,5.8,12.8,0.45299999999999996,1.7,5.1,0.33299999999999996,4.1,7.6,0.5329999999999999,1.7,2.3,0.75,1.2,2.9,4.1,1.1,1.2,0.7,1.7,3.4,15.0
Kelan Martin,24,31,4,495,5.2,13.2,0.392,1.8,7.0,0.26,3.3,6.2,0.541,2.2,2.3,0.968,0.9,6.1,7.0,1.7,0.5,0.7,1.5,3.7,14.3
Naz Reid,20,30,11,495,7.3,17.7,0.41200000000000003,2.3,7.1,0.33,4.9,10.6,0.466,2.7,3.9,0.698,2.5,6.5,9.0,2.5,1.4,1.6,1.6,6.0,19.6
Malik Beasley,23,14,14,463,8.6,18.1,0.47200000000000003,3.8,8.9,0.426,4.7,9.2,0.517,1.6,2.2,0.75,0.7,4.8,5.5,2.1,0.7,0.2,1.6,2.1,22.5
Juan Hernangómez,24,14,14,411,5.4,12.0,0.45299999999999996,2.5,6.0,0.42,2.9,6.0,0.485,2.5,4.0,0.609,1.7,7.3,8.9,1.6,1.2,0.4,1.2,3.1,15.9
D'Angelo Russell,23,12,12,392,8.0,19.4,0.41200000000000003,3.5,10.1,0.345,4.5,9.3,0.485,4.4,5.1,0.873,0.3,4.8,5.1,7.3,1.6,0.4,4.2,2.0,23.9
Noah Vonleh,24,29,1,347,4.9,8.9,0.547,0.2,1.5,0.14300000000000002,4.7,7.5,0.625,2.4,2.9,0.821,3.5,8.5,12.0,2.7,1.1,0.6,2.0,3.7,12.3
James Johnson,32,14,1,338,6.8,13.6,0.5,1.8,4.9,0.37,5.0,8.7,0.573,2.4,3.6,0.6759999999999999,1.8,5.2,7.0,5.6,2.0,2.0,3.5,4.9,17.9
Jordan Bell,25,27,0,235,4.9,9.2,0.5329999999999999,0.3,1.4,0.222,4.6,7.8,0.588,2.6,4.4,0.586,4.3,7.7,11.9,2.1,0.3,1.5,2.8,2.6,12.7
Jaylen Nowell,20,15,0,151,4.5,12.6,0.358,0.7,6.2,0.115,3.8,6.4,0.593,3.8,4.1,0.941,0.7,2.4,3.1,4.5,0.7,0.2,0.7,2.6,13.6
Allen Crabbe,27,9,0,131,3.0,9.3,0.324,1.6,7.1,0.231,1.4,2.2,0.625,0.3,0.5,0.5,0.3,3.0,3.3,1.4,0.0,0.0,1.4,3.0,8.0
Jarred Vanderbilt,20,2,0,5,0.0,7.2,0.0,0.0,7.2,0.0,0.0,0.0,,14.4,14.4,1.0,0.0,7.2,7.2,0.0,0.0,0.0,0.0,0.0,14.4
Jacob Evans,22,2,0,4,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
