Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 30,Trp Dbl
1980,27.0,IND,NBA,PF,82.0,,2647.0,588.0,1271.0,0.463,5.0,32.0,0.156,583.0,1239.0,0.471,0.465,385.0,482.0,0.799,258.0,423.0,681.0,344.0,153.0,112.0,286.0,291.0,1566.0,,2.0
1981,28.0,MIL,NBA,PF,82.0,,2118.0,379.0,846.0,0.448,3.0,18.0,0.167,376.0,828.0,0.454,0.45,262.0,332.0,0.789,183.0,362.0,545.0,286.0,94.0,71.0,230.0,256.0,1023.0,,1.0
1982,29.0,MIL,NBA,PF,76.0,71.0,1934.0,372.0,757.0,0.491,1.0,7.0,0.143,371.0,750.0,0.495,0.492,233.0,291.0,0.801,133.0,321.0,454.0,215.0,72.0,45.0,191.0,240.0,978.0,,0.0
1983,30.0,TOT,NBA,PF,78.0,16.0,2053.0,391.0,921.0,0.425,3.0,36.0,0.083,388.0,885.0,0.438,0.426,312.0,380.0,0.821,163.0,331.0,494.0,255.0,82.0,46.0,238.0,288.0,1097.0,,1.0
1983,30.0,MIL,NBA,PF,6.0,0.0,153.0,30.0,66.0,0.455,0.0,2.0,0.0,30.0,64.0,0.469,0.455,7.0,9.0,0.778,9.0,16.0,25.0,11.0,1.0,2.0,12.0,22.0,67.0,,0.0
1983,30.0,NJN,NBA,PF,42.0,7.0,1001.0,199.0,496.0,0.401,2.0,17.0,0.118,197.0,479.0,0.411,0.403,164.0,201.0,0.816,66.0,158.0,224.0,144.0,56.0,21.0,121.0,135.0,564.0,,0.0
1983,30.0,GSW,NBA,PF,30.0,9.0,899.0,162.0,359.0,0.451,1.0,17.0,0.059,161.0,342.0,0.471,0.453,141.0,170.0,0.829,88.0,157.0,245.0,100.0,25.0,23.0,105.0,131.0,466.0,,1.0
1984,31.0,GSW,NBA,PF,78.0,25.0,2122.0,359.0,852.0,0.421,5.0,29.0,0.172,354.0,823.0,0.43,0.424,339.0,432.0,0.785,198.0,320.0,518.0,219.0,101.0,30.0,216.0,290.0,1062.0,,0.0
1985,32.0,GSW,NBA,PF,66.0,9.0,1565.0,304.0,714.0,0.426,7.0,30.0,0.233,297.0,684.0,0.434,0.431,260.0,316.0,0.823,149.0,247.0,396.0,149.0,70.0,35.0,142.0,221.0,875.0,,0.0
1986,33.0,NJN,NBA,PF,79.0,4.0,1574.0,214.0,507.0,0.422,5.0,24.0,0.208,209.0,483.0,0.433,0.427,183.0,233.0,0.785,98.0,234.0,332.0,217.0,67.0,25.0,165.0,248.0,616.0,,0.0
