NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
43,Chris Carr,SG,6-5,207,1974-03-12,US,2,Southern Illinois
17,Bill Curley,PF,6-9,220,1972-05-29,US,1,Boston College
21,Kevin Garnett,PF,6-11,240,1976-05-19,US,2,
24,Tom Gugliotta,SF,6-10,240,1969-12-19,US,5,NC State
20,Tom Hammonds,PF,6-9,215,1967-03-27,US,8,Georgia Tech
31,Reggie Jordan,SG,6-4,195,1968-01-26,US,3,New Mexico State
3,Stephon Marbury,PG,6-2,180,1977-02-20,US,1,Georgia Tech
42,Sam Mitchell,SF,6-6,210,1963-09-02,US,8,Mercer University
44,Cherokee Parks,C,6-11,235,1972-10-11,US,2,Duke
1,Anthony Peeler,SG,6-4,208,1969-11-25,US,5,Missouri
30,Terry Porter,PG,6-3,195,1963-04-08,US,12,University of Wisconsin-Stevens Point
53,Stanley Roberts,C,7-0,285,1970-02-07,US,5,LSU
22,Clifford Rozier,C,6-11,245,1972-10-31,US,3,"UNC, Louisville"
5,Doug West,SG,6-6,200,1967-05-27,US,8,Villanova
6,DeJuan Wheat,PG,6-0,165,1973-10-14,US,R,Louisville
4,Micheal Williams,PG,6-2,175,1966-07-23,US,8,Baylor
