NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
3,Mahmoud Abdul-Rauf,PG,6-1,162,1969-03-09,US,7,LSU
9,Tariq Abdul-Wahad,SG,6-6,223,1974-11-03,FR,R,"Michigan, San Jose State"
24,Terry Dehere,PG,6-2,190,1971-09-12,US,4,Seton Hall
51,Lawrence Funderburke,PF,6-9,230,1970-12-15,US,R,"Indiana, Ohio State"
54,Derek Grimm,SF,6-9,230,1974-08-03,US,R,Missouri
42,Mark Hendrickson,PF,6-9,220,1974-06-23,US,1,Washington State
7,Bobby Hurley,PG,6-0,165,1971-06-28,US,4,Duke
10,Anthony Johnson,PG,6-3,190,1974-10-02,US,R,College of Charleston
30,Billy Owens,SF,6-8,220,1969-05-01,US,6,Syracuse
0,Olden Polynice,C,6-11,220,1964-11-21,HT,10,Virginia
2,Mitch Richmond,SG,6-5,215,1965-06-30,US,9,Kansas State
5,Chris Robinson,SG,6-5,200,1974-04-02,US,1,Western Kentucky
32,Kevin Salvadori,C,7-0,231,1970-12-30,US,1,UNC
34,Michael Smith,PF,6-8,230,1972-03-28,US,3,Providence
13,Michael Stewart,C,6-10,230,1975-04-25,FR,R,California
33,Otis Thorpe,PF,6-9,225,1962-08-05,US,13,Providence
4,Corliss Williamson,SF,6-7,245,1973-12-04,US,2,Arkansas
