Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2016.0,16.0,2770,MIA,Miami Heat,Amar'e Stoudemire,33.0,52.0,36.0,762.0,5.9,10.4,0.57,0.0,0.0,,5.9,10.4,0.57,2.4,3.2,0.75,3.1,7.4,10.5,1.3,0.9,1.9,2.2,4.3,14.2
2016.0,16.0,2938,MIA,Miami Heat,Beno Udrih,33.0,36.0,5.0,587.0,4.0,9.3,0.43,0.7,2.0,0.33,3.4,7.3,0.46,0.9,1.0,0.88,0.4,3.5,3.9,5.5,0.7,0.0,2.6,2.5,9.7
2016.0,16.0,3055,MIA,Miami Heat,Briante Weber,23.0,1.0,0.0,3.0,12.0,12.0,1.0,0.0,0.0,,12.0,12.0,1.0,0.0,0.0,,0.0,12.0,12.0,12.0,0.0,0.0,0.0,12.0,24.0
2016.0,16.0,66,MIA,Miami Heat,Chris Andersen,37.0,7.0,1.0,36.0,4.0,10.0,0.4,2.0,5.0,0.4,2.0,5.0,0.4,3.0,4.0,0.75,3.0,6.0,9.0,3.0,1.0,3.0,2.0,4.0,13.0
2016.0,16.0,302,MIA,Miami Heat,Chris Bosh,31.0,53.0,53.0,1778.0,7.2,15.5,0.47,1.6,4.5,0.36,5.6,11.0,0.51,4.3,5.4,0.8,1.0,6.9,7.9,2.6,0.7,0.7,1.6,2.0,20.4
2016.0,16.0,2989,MIA,Miami Heat,Dwyane Wade,34.0,74.0,73.0,2258.0,8.6,18.9,0.46,0.1,0.7,0.16,8.5,18.2,0.47,5.1,6.5,0.79,1.3,3.5,4.8,5.5,1.3,0.7,3.2,1.8,22.5
2016.0,16.0,1103,MIA,Miami Heat,Gerald Green,30.0,69.0,14.0,1557.0,5.3,13.6,0.39,1.9,6.0,0.32,3.4,7.6,0.45,1.7,2.1,0.78,0.6,3.2,3.8,1.3,0.9,0.4,1.1,2.8,14.2
2016.0,16.0,779,MIA,Miami Heat,Goran Dragic,29.0,72.0,72.0,2363.0,6.4,13.3,0.48,1.0,3.1,0.31,5.4,10.2,0.53,1.8,2.5,0.73,0.8,3.4,4.2,6.4,1.1,0.3,2.8,2.9,15.5
2016.0,16.0,3102,MIA,Miami Heat,Hassan Whiteside,26.0,73.0,43.0,2125.0,7.0,11.6,0.61,0.0,0.0,,7.0,11.6,0.61,3.6,5.6,0.65,4.0,10.6,14.7,0.5,0.7,4.6,2.3,3.4,17.6
2016.0,16.0,866,MIA,Miami Heat,James Ennis,25.0,3.0,0.0,7.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,5.1,0.0,0.0,0.0,5.1,0.0
2016.0,16.0,2764,MIA,Miami Heat,Jarnell Stokes,22.0,5.0,0.0,14.0,7.7,12.9,0.6,0.0,0.0,,7.7,12.9,0.6,2.6,5.1,0.5,0.0,5.1,5.1,2.6,2.6,0.0,0.0,2.6,18.0
2016.0,16.0,1493,MIA,Miami Heat,Joe Johnson,34.0,24.0,24.0,769.0,6.1,11.8,0.52,1.6,3.9,0.42,4.4,7.8,0.57,1.2,1.6,0.76,0.7,2.5,3.2,4.0,1.0,0.1,2.0,2.2,15.0
2016.0,16.0,1959,MIA,Miami Heat,Josh McRoberts,28.0,42.0,1.0,595.0,3.3,9.0,0.37,0.7,3.0,0.24,2.6,6.0,0.43,1.7,2.4,0.7,1.3,5.0,6.4,4.9,1.1,0.4,1.8,4.1,9.1
2016.0,16.0,2441,MIA,Miami Heat,Josh Richardson,22.0,52.0,2.0,1107.0,4.0,8.8,0.45,1.7,3.7,0.46,2.3,5.1,0.45,1.4,2.0,0.67,0.7,2.8,3.5,2.4,1.2,0.8,1.1,3.5,11.1
2016.0,16.0,3206,MIA,Miami Heat,Justise Winslow,19.0,78.0,8.0,2232.0,3.1,7.5,0.42,0.5,1.9,0.28,2.6,5.6,0.47,1.3,1.9,0.68,1.3,5.2,6.5,1.9,1.1,0.4,1.5,3.0,8.1
2016.0,16.0,731,MIA,Miami Heat,Luol Deng,30.0,74.0,73.0,2394.0,5.1,11.2,0.46,1.3,3.8,0.34,3.8,7.4,0.51,2.2,2.9,0.76,1.6,5.0,6.7,2.1,1.1,0.4,1.2,1.8,13.7
2016.0,16.0,511,MIA,Miami Heat,Mario Chalmers,29.0,6.0,0.0,120.0,3.0,9.6,0.31,0.3,3.3,0.09,2.7,6.3,0.43,3.6,3.9,0.92,0.3,3.9,4.2,5.7,2.4,0.3,2.7,4.8,9.9
2016.0,16.0,1515,MIA,Miami Heat,Tyler Johnson,23.0,36.0,5.0,863.0,4.9,10.1,0.49,1.1,3.0,0.38,3.8,7.2,0.53,2.1,2.7,0.8,1.2,3.4,4.5,3.3,1.0,0.6,2.0,2.8,13.1
2016.0,16.0,1221,MIA,Miami Heat,Udonis Haslem,35.0,37.0,0.0,260.0,3.2,8.4,0.38,0.1,1.2,0.11,3.0,7.2,0.42,1.7,2.2,0.75,1.4,9.0,10.4,1.9,0.7,0.3,0.7,3.5,8.2
