NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
0,Nickeil Alexander-Walker,SG,6-5,205,1998-09-02,CA,R,Virginia Tech
2,Lonzo Ball,PG,6-6,190,1997-10-27,US,2,UCLA
45,Zylan Cheatham,PF,6-5,220,1995-11-17,US,R,"San Diego State, Arizona State"
22,Derrick Favors,C,6-9,265,1991-07-15,US,9,Georgia Tech
5,Josh Gray,PG,6-0,180,1993-09-09,US,1,LSU
3,Josh Hart,SF,6-5,215,1995-03-06,US,2,Villanova
10,Jaxson Hayes,C,6-11,220,2000-05-23,US,R,Texas
11,Jrue Holiday,SG,6-3,205,1990-06-12,US,10,UCLA
14,Brandon Ingram,PF,6-7,190,1997-09-02,US,3,Duke
15,Frank Jackson,PG,6-3,205,1998-05-04,US,1,Duke
20,Nicolò Melli,C,6-9,236,1991-01-26,IT,R,
55,E'Twaun Moore,SG,6-3,191,1989-02-25,US,8,Purdue
8-9,Jahlil Okafor,C,6-10,270,1995-12-15,US,4,Duke
4,J.J. Redick,SG,6-3,200,1984-06-24,US,13,Duke
12,Sindarius Thornwell,SF,6-5,215,1994-11-15,US,2,South Carolina
34,Kenrich Williams,PF,6-6,210,1994-12-02,US,1,TCU
1,Zion Williamson,PF,6-6,284,2000-07-06,US,R,Duke
