Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1992,10,GSW,Golden State Warriors,Tim Hardaway,25,4,4,176,32,80,0.4,10,29,0.34,22,51,0.43,0.46,24,37,0.65,6,9,15,29,13,0,14,14,98,1180
1992,10,GSW,Golden State Warriors,Chris Mullin,28,4,4,168,27,63,0.43,4,12,0.33,23,51,0.45,0.46,13,14,0.93,3,9,12,12,5,2,8,8,71,2075
1992,10,GSW,Golden State Warriors,Billy Owens,22,4,4,157,30,57,0.53,0,0,,30,57,0.53,0.53,17,27,0.63,13,20,33,13,8,2,6,14,77,2223
1992,10,GSW,Golden State Warriors,Sarunas Marciulionis,27,4,0,133,25,47,0.53,1,2,0.5,24,45,0.53,0.54,34,41,0.83,3,6,9,20,3,1,4,15,85,1836
1992,10,GSW,Golden State Warriors,Chris Gatling,24,4,0,81,18,29,0.62,0,0,,18,29,0.62,0.62,14,22,0.64,9,16,25,0,2,10,1,14,50,1009
1992,10,GSW,Golden State Warriors,Mario Elie,28,4,2,80,23,36,0.64,2,2,1.0,21,34,0.62,0.67,2,3,0.67,11,11,22,10,5,0,6,11,50,842
1992,10,GSW,Golden State Warriors,Tyrone Hill,23,4,1,47,3,7,0.43,0,0,,3,7,0.43,0.43,0,2,0.0,3,5,8,1,2,0,3,12,6,1293
1992,10,GSW,Golden State Warriors,Alton Lister,33,4,3,47,6,15,0.4,0,0,,6,15,0.4,0.4,4,5,0.8,3,8,11,1,0,4,3,9,16,1755
1992,10,GSW,Golden State Warriors,Vincent Askew,25,4,0,30,1,8,0.12,0,0,,1,8,0.12,0.12,0,0,,3,1,4,5,0,0,2,3,2,115
1992,10,GSW,Golden State Warriors,Victor Alexander,22,4,0,24,3,5,0.6,0,0,,3,5,0.6,0.6,1,1,1.0,1,5,6,1,2,0,2,8,7,43
1992,10,GSW,Golden State Warriors,Rod Higgins,32,2,2,17,2,5,0.4,0,2,0.0,2,3,0.67,0.4,2,2,1.0,0,0,0,1,1,0,0,1,6,1281
