Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1984,20,NYK,New York Knicks,Bernard King,27,77,76,34.6,10.3,18.1,0.57,0.0,0.1,0.0,10.3,18.0,0.57,0.57,5.7,7.3,0.78,1.6,3.5,5.1,2.1,1.0,0.2,2.6,3.5,26.3,1615
1984,20,NYK,New York Knicks,Truck Robinson,32,65,63,32.8,4.4,8.9,0.49,0.0,0.0,,4.4,8.9,0.49,0.49,2.0,3.2,0.65,2.6,5.8,8.4,1.4,0.7,0.4,2.5,3.3,10.8,2488
1984,20,NYK,New York Knicks,Bill Cartwright,26,77,77,32.3,5.9,10.5,0.56,0.0,0.0,0.0,5.9,10.5,0.56,0.56,5.2,6.5,0.8,2.5,5.9,8.4,1.4,0.6,1.3,2.6,3.4,17.0,495
1984,20,NYK,New York Knicks,Rory Sparrow,25,79,74,30.8,4.4,9.3,0.47,0.1,0.5,0.26,4.3,8.8,0.49,0.48,1.4,1.7,0.82,0.6,1.8,2.4,6.8,1.3,0.1,2.7,2.9,10.4,2723
1984,20,NYK,New York Knicks,Ray Williams,29,76,63,29.3,5.5,12.4,0.44,0.3,1.1,0.31,5.2,11.3,0.46,0.46,3.5,4.2,0.83,0.9,2.6,3.5,5.9,2.1,0.3,2.9,3.6,14.8,3168
1984,20,NYK,New York Knicks,Louis Orr,25,78,20,21.0,3.4,7.3,0.46,0.0,0.0,,3.4,7.3,0.46,0.46,2.2,2.7,0.82,1.3,1.6,2.9,0.8,0.8,0.2,1.2,1.8,8.9,2211
1984,20,NYK,New York Knicks,Trent Tucker,24,63,21,19.5,3.6,7.1,0.5,0.1,0.3,0.38,3.5,6.9,0.5,0.51,0.4,0.5,0.76,0.7,1.4,2.1,2.2,1.0,0.1,0.9,2.0,7.6,2918
1984,20,NYK,New York Knicks,Marvin Webster,31,76,5,17.0,1.5,3.1,0.47,0.0,0.0,,1.5,3.1,0.47,0.47,0.9,1.5,0.56,1.9,2.9,4.8,0.7,0.4,1.3,1.1,2.5,3.8,3058
1984,20,NYK,New York Knicks,Darrell Walker,22,82,0,16.1,2.6,6.3,0.42,0.0,0.2,0.27,2.6,6.1,0.42,0.42,2.5,3.2,0.79,0.9,1.1,2.0,3.5,1.5,0.2,2.4,2.5,7.9,2999
1984,20,NYK,New York Knicks,Ernie Grunfeld,28,76,6,14.7,2.2,4.8,0.46,0.0,0.1,0.22,2.2,4.6,0.46,0.46,0.8,1.1,0.77,0.3,1.3,1.6,1.4,0.6,0.1,0.9,2.0,5.2,1133
1984,20,NYK,New York Knicks,Len Elmore,31,65,5,12.8,1.0,2.4,0.41,0.0,0.0,,1.0,2.4,0.41,0.41,0.4,0.6,0.71,1.0,1.6,2.5,0.5,0.4,0.5,0.7,2.4,2.4,855
1984,20,NYK,New York Knicks,Eric Fernsten,30,32,0,12.6,0.9,1.6,0.56,0.0,0.0,,0.9,1.6,0.56,0.56,0.8,1.1,0.74,0.9,1.8,2.7,0.3,0.5,0.3,0.6,1.5,2.6,908
1984,20,NYK,New York Knicks,Rudy Macklin,25,8,0,8.1,1.5,3.8,0.4,0.0,0.0,,1.5,3.8,0.4,0.4,1.4,1.6,0.85,0.6,0.8,1.4,0.4,0.1,0.0,0.8,2.1,4.4,1802
