Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
2019.0,22.0,0,ORL,Orlando Magic,Aaron Gordon,23.0,5.0,5.0,164.0,8.9,19.0,0.47,2.4,6.1,0.4,6.4,12.8,0.5,3.1,5.8,0.53,3.4,7.6,11.0,5.5,1.8,0.3,4.0,4.9,23.2,102.0,111.0
,,0,,,Amile Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.0,22.0,0,ORL,Orlando Magic,D.J. Augustin,31.0,5.0,5.0,141.0,7.1,14.6,0.49,3.6,7.5,0.48,3.6,7.1,0.5,5.0,5.7,0.88,0.4,2.5,2.8,6.8,0.7,0.4,2.5,2.5,22.8,126.0,116.0
2019.0,22.0,0,ORL,Orlando Magic,Evan Fournier,26.0,5.0,5.0,175.0,6.9,19.8,0.35,2.3,9.7,0.24,4.6,10.0,0.46,1.7,2.3,0.75,0.9,3.7,4.6,2.9,2.0,0.0,3.4,4.0,17.8,80.0,113.0
,,0,,,Isaiah Briscoe,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.0,22.0,0,ORL,Orlando Magic,Jarell Martin,24.0,3.0,0.0,18.0,11.1,25.1,0.44,5.6,19.5,0.29,5.6,5.6,1.0,0.0,5.6,0.0,2.8,2.8,5.6,2.8,0.0,2.8,0.0,2.8,27.9,104.0,114.0
2019.0,22.0,0,ORL,Orlando Magic,Jerian Grant,26.0,3.0,0.0,14.0,7.2,35.8,0.2,0.0,25.1,0.0,7.2,10.8,0.67,3.6,3.6,1.0,0.0,14.3,14.3,10.8,0.0,0.0,3.6,3.6,17.9,60.0,113.0
2019.0,22.0,0,ORL,Orlando Magic,Jonathan Isaac,21.0,5.0,5.0,137.0,4.0,14.6,0.28,1.5,7.3,0.2,2.6,7.3,0.35,2.6,2.9,0.88,3.7,7.7,11.4,0.7,0.7,1.8,1.8,3.3,12.1,82.0,111.0
,,0,,,Jonathon Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.0,22.0,0,ORL,Orlando Magic,Khem Birch,26.0,5.0,0.0,92.0,5.5,9.8,0.56,0.0,0.0,,5.5,9.8,0.56,3.3,3.8,0.86,4.9,12.0,16.9,2.2,0.5,2.7,3.3,4.4,14.2,110.0,109.0
2019.0,22.0,0,ORL,Orlando Magic,Melvin Frazier,22.0,3.0,0.0,15.0,6.7,16.7,0.4,0.0,0.0,,6.7,16.7,0.4,3.3,6.7,0.5,3.3,10.0,13.4,0.0,3.3,0.0,0.0,0.0,16.7,95.0,107.0
2019.0,22.0,0,ORL,Orlando Magic,Michael Carter-Williams,27.0,5.0,0.0,92.0,6.5,16.9,0.39,1.1,4.4,0.25,5.5,12.5,0.44,3.8,4.4,0.88,1.1,9.8,10.9,6.5,1.6,0.0,4.4,6.5,18.0,91.0,111.0
,,0,,,Mohamed Bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.0,22.0,0,ORL,Orlando Magic,Nikola Vucevic,28.0,5.0,5.0,147.0,7.2,19.8,0.36,1.0,4.4,0.23,6.1,15.4,0.4,3.8,4.8,0.79,3.1,10.6,13.7,5.1,0.7,1.7,4.4,4.1,19.1,87.0,110.0
2019.0,22.0,0,ORL,Orlando Magic,Terrence Ross,27.0,5.0,0.0,146.0,6.9,18.6,0.37,4.1,12.0,0.34,2.7,6.5,0.42,4.8,5.8,0.82,0.3,5.8,6.2,2.4,2.1,0.7,3.4,3.4,22.7,96.0,111.0
,,0,,,Troy Caupain,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019.0,22.0,0,ORL,Orlando Magic,Wesley Iwundu,24.0,5.0,0.0,60.0,5.0,15.1,0.33,2.5,7.5,0.33,2.5,7.5,0.33,7.5,7.5,1.0,0.0,5.9,5.9,3.3,2.5,0.0,1.7,3.3,20.1,111.0,111.0
