Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1980,23.0,WSB,NBA,C,78.0,,826.0,90.0,216.0,0.417,0.0,0.0,,90.0,216.0,0.417,0.417,45.0,68.0,0.662,104.0,166.0,270.0,63.0,9.0,31.0,60.0,120.0,225.0
1981,24.0,SAS,NBA,C,82.0,,1960.0,366.0,747.0,0.49,0.0,3.0,0.0,366.0,744.0,0.492,0.49,125.0,175.0,0.714,228.0,408.0,636.0,117.0,42.0,99.0,131.0,212.0,857.0
1982,25.0,SAS,NBA,C,82.0,21.0,2189.0,336.0,648.0,0.519,1.0,4.0,0.25,335.0,644.0,0.52,0.519,159.0,213.0,0.746,211.0,418.0,629.0,130.0,33.0,126.0,139.0,235.0,832.0
1983,26.0,CHI,NBA,C,82.0,71.0,2496.0,457.0,920.0,0.497,0.0,2.0,0.0,457.0,918.0,0.498,0.497,232.0,322.0,0.72,243.0,474.0,717.0,154.0,47.0,109.0,228.0,242.0,1146.0
1984,27.0,CHI,NBA,C,82.0,82.0,2674.0,385.0,824.0,0.467,3.0,9.0,0.333,382.0,815.0,0.469,0.469,231.0,275.0,0.84,169.0,406.0,575.0,202.0,58.0,120.0,175.0,227.0,1004.0
1985,28.0,CHI,NBA,C,82.0,50.0,2062.0,276.0,568.0,0.486,0.0,1.0,0.0,276.0,567.0,0.487,0.486,149.0,200.0,0.745,130.0,292.0,422.0,140.0,32.0,64.0,124.0,189.0,701.0
1986,29.0,CHI,NBA,C,67.0,4.0,1709.0,255.0,519.0,0.491,3.0,12.0,0.25,252.0,507.0,0.497,0.494,127.0,171.0,0.743,132.0,301.0,433.0,150.0,28.0,53.0,104.0,133.0,640.0
1987,30.0,CHI,NBA,C,82.0,39.0,2287.0,294.0,619.0,0.475,0.0,5.0,0.0,294.0,614.0,0.479,0.475,95.0,129.0,0.736,199.0,341.0,540.0,209.0,38.0,87.0,114.0,202.0,683.0
1988,31.0,CHI,NBA,C,80.0,32.0,2328.0,344.0,715.0,0.481,1.0,9.0,0.111,343.0,706.0,0.486,0.482,115.0,153.0,0.752,170.0,357.0,527.0,154.0,36.0,95.0,109.0,149.0,804.0
1989,32.0,CHI,NBA,C,81.0,7.0,1483.0,203.0,440.0,0.461,2.0,8.0,0.25,201.0,432.0,0.465,0.464,71.0,96.0,0.74,92.0,223.0,315.0,103.0,29.0,45.0,93.0,134.0,479.0
1990,33.0,ORL,NBA,C,6.0,3.0,79.0,11.0,29.0,0.379,0.0,0.0,,11.0,29.0,0.379,0.379,0.0,2.0,0.0,7.0,11.0,18.0,2.0,2.0,0.0,8.0,7.0,22.0
1991,34.0,SEA,NBA,C,28.0,0.0,147.0,17.0,38.0,0.447,0.0,0.0,,17.0,38.0,0.447,0.447,13.0,22.0,0.591,10.0,23.0,33.0,4.0,5.0,5.0,2.0,18.0,47.0
