Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
,,1942,,,Aaron McKie,,,,,,,,,,,,,,,,,,,,,,,,,
,,760,,,Aleksandar Djordjevic,,,,,,,,,,,,,,,,,,,,,,,,,
1997.0,25.0,2537,POR,Portland Trail Blazers,Arvydas Sabonis,32.0,4.0,4.0,108.0,6.0,14.0,0.43,0.7,2.7,0.25,5.3,11.3,0.47,2.3,2.7,0.88,2.7,6.0,8.7,3.0,1.0,1.0,3.0,6.3,15.0
1997.0,25.0,792,POR,Portland Trail Blazers,Chris Dudley,31.0,4.0,0.0,69.0,2.6,5.7,0.46,0.0,0.0,,2.6,5.7,0.46,1.0,3.1,0.33,5.2,9.4,14.6,1.6,1.0,2.6,0.0,9.9,6.3
1997.0,25.0,2470,POR,Portland Trail Blazers,Clifford Robinson,30.0,4.0,4.0,161.0,3.8,10.5,0.36,0.7,3.6,0.19,3.1,6.9,0.45,2.5,3.6,0.69,2.7,3.4,6.0,2.7,0.4,0.9,2.2,2.9,10.7
1997.0,25.0,3205,POR,Portland Trail Blazers,Dontonio Wingfield,22.0,3.0,0.0,16.0,4.5,4.5,1.0,0.0,0.0,,4.5,4.5,1.0,9.0,9.0,1.0,0.0,4.5,4.5,2.3,2.3,0.0,4.5,6.8,18.0
,,3079,,,Ennis Whatley,,,,,,,,,,,,,,,,,,,,,,,,,
1997.0,25.0,2906,POR,Portland Trail Blazers,Gary Trent,22.0,4.0,0.0,61.0,7.7,17.1,0.45,0.0,0.6,0.0,7.7,16.5,0.46,3.5,6.5,0.55,3.0,4.1,7.1,2.4,0.0,0.6,3.5,6.5,18.9
1997.0,25.0,2448,POR,Portland Trail Blazers,Isaiah Rider,25.0,4.0,4.0,161.0,3.6,9.6,0.37,1.3,3.6,0.38,2.2,6.0,0.37,3.4,3.8,0.88,0.2,1.6,1.8,3.8,0.7,0.0,2.7,2.5,11.9
1997.0,25.0,2176,POR,Portland Trail Blazers,Jermaine O'Neal,18.0,2.0,0.0,4.0,0.0,18.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,18.0,0.0,0.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0
1997.0,25.0,77,POR,Portland Trail Blazers,Kenny Anderson,26.0,4.0,4.0,169.0,4.7,9.8,0.48,1.1,4.0,0.26,3.6,5.8,0.63,4.0,4.3,0.95,0.4,3.2,3.6,4.0,1.5,0.2,2.3,2.1,14.5
,,388,,,Marcus Brown,,,,,,,,,,,,,,,,,,,,,,,,,
1997.0,25.0,440,POR,Portland Trail Blazers,Mitchell Butler,26.0,2.0,0.0,4.0,9.0,18.0,0.5,0.0,0.0,,9.0,18.0,0.5,0.0,0.0,,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,18.0
,,528,,,Randolph Childress,,,,,,,,,,,,,,,,,,,,,,,,,
1997.0,25.0,3011,POR,Portland Trail Blazers,Rasheed Wallace,22.0,4.0,4.0,148.0,8.0,13.6,0.59,0.5,1.2,0.4,7.5,12.4,0.61,2.7,4.9,0.55,1.9,3.9,5.8,1.5,0.5,0.5,1.5,4.1,19.2
,,1568,,,Reggie Jordan,,,,,,,,,,,,,,,,,,,,,,,,,
,,2125,,,Ruben Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,
1997.0,25.0,2486,POR,Portland Trail Blazers,Rumeal Robinson,30.0,4.0,0.0,24.0,3.0,9.0,0.33,0.0,3.0,0.0,3.0,6.0,0.5,1.5,1.5,1.0,0.0,1.5,1.5,7.5,1.5,0.0,1.5,9.0,7.5
1997.0,25.0,118,POR,Portland Trail Blazers,Stacey Augmon,28.0,4.0,0.0,35.0,2.1,6.2,0.33,0.0,0.0,,2.1,6.2,0.33,3.1,4.1,0.75,1.0,0.0,1.0,3.1,1.0,0.0,1.0,6.2,7.2
