PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Jason Kidd,29,20,20,852,8.6,21.4,0.402,2.1,6.5,0.327,6.5,14.9,0.435,5.9,7.1,0.825,2.3,7.4,9.7,10.2,2.3,0.3,5.0,2.9,25.2,,105,98
Kenyon Martin,25,20,20,777,10.2,22.6,0.45299999999999996,0.1,0.8,0.091,10.2,21.9,0.465,5.4,7.8,0.693,3.4,9.4,12.9,3.9,2.0,2.1,4.0,6.3,26.0,,100,95
Richard Jefferson,22,20,20,711,8.3,17.3,0.47600000000000003,0.0,0.2,0.0,8.3,17.1,0.48200000000000004,4.6,6.4,0.718,2.2,7.4,9.5,3.5,1.2,0.3,3.5,5.0,21.1,,101,100
Kerry Kittles,28,20,20,613,6.9,17.4,0.395,2.3,5.5,0.413,4.6,11.9,0.387,2.8,3.7,0.762,1.7,4.4,6.1,3.5,2.5,0.4,1.5,3.4,18.8,,107,99
Jason Collins,24,20,20,529,3.3,9.2,0.363,0.0,0.2,0.0,3.3,9.0,0.371,5.1,6.2,0.836,5.1,7.5,12.6,1.7,1.3,1.2,1.8,7.5,11.8,,111,99
Lucious Harris,32,20,0,435,6.6,16.9,0.391,1.4,4.1,0.33299999999999996,5.3,12.9,0.41,4.4,5.6,0.7829999999999999,2.3,4.1,6.4,3.9,1.1,0.0,2.7,4.8,19.0,,102,103
Rodney Rogers,31,20,0,350,6.9,18.5,0.37200000000000005,2.6,6.4,0.405,4.3,12.1,0.354,4.1,5.8,0.711,3.4,5.2,8.5,4.1,0.9,0.5,3.8,7.8,20.4,,97,102
Aaron Williams,31,19,0,340,7.9,16.6,0.47200000000000003,0.0,0.0,,7.9,16.6,0.47200000000000003,3.6,4.9,0.742,5.2,8.5,13.7,2.8,0.9,2.7,2.0,8.5,19.3,,110,97
Anthony Johnson,28,17,0,122,7.4,13.6,0.5479999999999999,1.3,2.6,0.5,6.1,10.9,0.56,2.2,2.6,0.833,1.3,3.9,5.3,8.3,0.9,0.0,3.5,6.6,18.4,,116,103
Dikembe Mutombo,36,10,0,115,3.3,7.0,0.467,0.0,0.0,,3.3,7.0,0.467,1.9,1.9,1.0,3.7,8.8,12.5,2.8,1.4,4.2,3.7,9.8,8.4,,92,94
Brian Scalabrine,24,7,0,20,5.3,10.7,0.5,0.0,2.7,0.0,5.3,8.0,0.667,0.0,0.0,,2.7,8.0,10.7,0.0,0.0,0.0,2.7,8.0,10.7,,87,103
Tamar Slay,22,6,0,11,4.9,19.4,0.25,4.9,4.9,1.0,0.0,14.6,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.7,4.9,14.6,,50,108
