NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
15,Alan Anderson,SF,6-6,220,1982-10-16,US,R,Michigan State
35,Lonny Baxter,PF,6-8,260,1979-01-27,US,3,Maryland
10,Keith Bogans,SG,6-5,215,1980-05-12,US,2,Kentucky
7,Primož Brezec,C,7-2,252,1979-10-02,SI,4,
12,Kevin Burleson,PG,6-3,205,1979-09-04,US,R,Minnesota
13,Matt Carroll,SG,6-6,212,1980-08-28,US,2,Notre Dame
2,Melvin Ely,PF,6-10,260,1978-05-02,US,3,Fresno State
20,Raymond Felton,PG,6-1,205,1984-06-26,US,R,UNC
33,Jumaine Jones,PF,6-8,218,1979-02-10,US,6,Georgia
22,Brevin Knight,PG,5-10,173,1975-11-08,US,8,Stanford
42,Sean May,PF,6-9,266,1984-04-04,US,R,UNC
50,Emeka Okafor,PF,6-10,252,1982-09-28,US,1,UConn
21,Bernard Robinson,SF,6-6,210,1980-12-26,US,1,Michigan
4,Kareem Rush,SG,6-6,215,1980-10-30,US,3,Missouri
43,Jake Voskuhl,C,6-11,245,1977-11-01,US,5,UConn
3,Gerald Wallace,SF,6-7,215,1982-07-23,US,4,Alabama
