Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
1994,11,HOU,Houston Rockets,1,Scott Brooks,PG,5-11,165,1965-07-31,US,5,"TCU, University of California, Irvine"
1994,11,HOU,Houston Rockets,50,Matt Bullard,PF,6-10,215,1967-06-05,US,3,"Colorado, Iowa"
1994,11,HOU,Houston Rockets,10,Sam Cassell,PG,6-3,185,1969-11-18,US,R,Florida State
1994,11,HOU,Houston Rockets,35,Earl Cureton,PF,6-9,210,1957-09-03,US,10,"Robert Morris University (PA), Detroit Mercy"
1994,11,HOU,Houston Rockets,17,Mario Elie,SF,6-5,210,1963-11-26,US,3,American International College
1994,11,HOU,Houston Rockets,7,Carl Herrera,PF,6-9,215,1966-12-14,TT,2,"Jacksonville University, Houston"
1994,11,HOU,Houston Rockets,25,Robert Horry,SF,6-10,240,1970-08-25,US,1,Alabama
1994,11,HOU,Houston Rockets,21,Chris Jent,SF,6-7,220,1970-01-11,US,R,Ohio State
1994,11,HOU,Houston Rockets,11,Vernon Maxwell,SG,6-4,180,1965-09-12,US,5,Florida
1994,11,HOU,Houston Rockets,34,Hakeem Olajuwon,C,7-0,255,1963-01-21,NG,9,Houston
1994,11,HOU,Houston Rockets,3,Richard Petruska,C,6-10,260,1969-01-25,SK,R,"Loyola Marymount, UCLA"
1994,11,HOU,Houston Rockets,42,Eric Riley,C,7-0,245,1970-06-02,US,R,Michigan
1994,11,HOU,Houston Rockets,20,Larry Robinson,SG,6-3,180,1968-01-11,US,3,Centenary (LA)
1994,11,HOU,Houston Rockets,30,Kenny Smith,PG,6-3,170,1965-03-08,US,6,UNC
1994,11,HOU,Houston Rockets,33,Otis Thorpe,PF,6-9,225,1962-08-05,US,9,Providence
