Season,Team ID,Team ABV,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,DRB%,Arena,Attend.,Attend./G
1987,14,LAL,Los Angeles Lakers,27.8,65.0,17.0,62,20,9.3,-0.99,8.32,115.6,106.5,9.1,101.6,0.35,0.06,0.58,0.53,14.0,34.1,0.28,66.3,The Forum,681207,
1987,1,ATL,Atlanta Hawks,26.1,57.0,25.0,59,23,7.23,-0.05,7.18,112.6,105.2,7.4,97.4,0.37,0.06,0.54,0.49,13.3,37.2,0.28,67.4,Omni Coliseum,549526,
1987,2,BOS,Boston Celtics,29.4,59.0,23.0,57,25,6.65,-0.08,6.57,113.5,106.8,6.7,98.6,0.3,0.08,0.58,0.53,14.0,29.0,0.25,67.6,Boston Garden,611222,14890.0
1987,7,DAL,Dallas Mavericks,26.4,55.0,27.0,56,26,6.3,-0.77,5.54,114.9,108.7,6.2,100.5,0.37,0.09,0.56,0.5,12.3,33.8,0.29,66.5,Reunion Arena,696333,
1987,17,MIL,Milwaukee Bucks,27.7,50.0,32.0,51,31,3.91,0.12,4.04,109.5,105.6,3.9,100.3,0.35,0.08,0.54,0.49,13.0,31.1,0.27,66.1,MECCA Arena,451797,
1987,9,DET,Detroit Pistons,26.7,52.0,30.0,50,32,3.44,0.07,3.51,109.2,105.8,3.4,101.0,0.36,0.02,0.54,0.49,14.5,34.7,0.28,69.9,Pontiac Silverdome,907520,
1987,25,POR,Portland Trail Blazers,26.9,49.0,33.0,49,33,3.13,-0.57,2.57,111.5,108.6,2.9,105.0,0.4,0.05,0.57,0.51,15.3,34.1,0.31,66.6,Memorial Coliseum,519306,
1987,5,CHI,Chicago Bulls,25.4,40.0,42.0,43,39,0.89,0.37,1.26,108.6,107.6,1.0,95.8,0.32,0.04,0.53,0.48,13.4,35.0,0.24,70.0,Chicago Stadium,650818,
1987,11,HOU,Houston Rockets,26.1,42.0,40.0,44,38,1.0,-0.4,0.6,106.5,105.5,1.0,99.9,0.32,0.04,0.53,0.48,14.3,33.5,0.24,68.0,The Summit,660175,
1987,23,PHI,Philadelphia 76Ers,26.6,45.0,37.0,40,42,-0.2,0.31,0.11,108.3,108.5,-0.2,97.3,0.38,0.05,0.55,0.5,16.1,34.9,0.29,65.7,The Spectrum,587748,
1987,21,SEA,Seattle Supersonics,26.1,39.0,43.0,42,40,0.46,-0.39,0.08,110.7,110.3,0.4,101.8,0.34,0.08,0.54,0.5,15.0,37.6,0.26,66.0,Seattle Center Coliseum,356352,
1987,29,UTA,Utah Jazz,26.9,44.0,38.0,42,40,0.4,-0.36,0.04,104.1,103.7,0.4,103.2,0.32,0.06,0.52,0.47,14.1,31.2,0.23,65.2,Salt Palace,491382,
1987,12,IND,Indiana Pacers,25.9,41.0,41.0,39,43,-0.65,0.47,-0.17,106.0,106.6,-0.6,98.8,0.3,0.04,0.52,0.48,13.4,30.5,0.23,68.8,Market Square Arena,521007,
1987,30,WAB,Washington Bullets,25.9,42.0,40.0,37,45,-1.37,0.35,-1.02,105.7,107.0,-1.3,100.2,0.34,0.03,0.51,0.46,13.3,34.5,0.26,63.4,Capital Centre,485316,
1987,8,DEN,Denver Nuggets,28.2,37.0,45.0,39,43,-0.87,-0.28,-1.14,109.3,110.2,-0.9,106.2,0.32,0.05,0.53,0.48,11.8,32.2,0.25,67.0,McNichols Sports Arena,494943,
1987,10,GSW,Golden State Warriors,26.9,42.0,40.0,35,47,-2.34,-0.2,-2.54,108.9,111.2,-2.3,101.7,0.34,0.05,0.54,0.49,13.7,32.5,0.27,65.3,Oakland-Alameda County Coliseum Arena,423997,9465.0
1987,24,PHO,Phoenix Suns,26.0,36.0,46.0,35,47,-2.44,-0.19,-2.63,108.0,110.3,-2.3,102.0,0.35,0.04,0.55,0.5,15.3,32.1,0.26,65.7,Arizona Veterans Memorial Coliseum,458347,
1987,6,CLE,Cleveland Cavaliers,24.6,31.0,51.0,31,51,-3.82,0.63,-3.19,102.6,106.4,-3.8,101.3,0.36,0.05,0.52,0.48,16.4,34.4,0.25,65.9,Coliseum at Richfield,447125,
1987,26,SAC,Sacramento Kings,26.3,29.0,53.0,33,49,-3.22,-0.12,-3.34,108.9,112.1,-3.2,101.3,0.33,0.04,0.54,0.48,14.2,35.2,0.27,67.8,ARCO Arena (I),423653,
1987,3,NJN,New Jersey Nets,26.2,24.0,58.0,28,54,-5.05,0.63,-4.42,105.6,110.5,-4.9,101.8,0.37,0.06,0.54,0.49,16.4,33.2,0.28,68.1,Brendan Byrne Arena,452704,11449.0
1987,27,SAS,San Antonio Spurs,27.1,28.0,54.0,28,54,-5.1,0.01,-5.09,105.9,110.8,-4.9,101.7,0.31,0.05,0.52,0.48,14.2,34.3,0.23,68.1,HemisFair Arena,341132,
1987,20,NYK,New York Knicks,26.4,24.0,58.0,25,57,-6.27,0.85,-5.42,104.8,111.1,-6.3,98.5,0.34,0.05,0.53,0.48,15.0,31.2,0.25,61.9,Madison Square Garden (IV),538048,
1987,13,LAC,Los Angeles Clippers,26.2,12.0,70.0,16,66,-11.43,0.42,-11.0,101.2,112.3,-11.1,102.7,0.34,0.05,0.51,0.46,15.0,31.8,0.26,64.3,Los Angeles Memorial Sports Arena,316140,
