NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
23,Mike Bratz,PG,6-2,185,1955-10-17,US,6,Stanford
17,Ron Brewer,SG,6-4,180,1955-07-16,US,5,Arkansas
2,Joe Barry Carroll,C,7-0,225,1958-07-24,US,3,Purdue
18,Don Collins,SG,6-6,190,1958-11-28,US,3,Washington State
15,Lester Conner,SG,6-4,180,1959-09-17,US,1,Oregon State
40,Russell Cross,C,6-10,215,1961-09-05,US,R,Purdue
55,Chris Engler,C,6-11,245,1959-03-01,US,1,"Minnesota, Wyoming"
21,Sleepy Floyd,PG,6-3,170,1960-03-06,US,1,Georgetown
43,Mickey Johnson,PF,6-10,190,1952-08-31,US,9,Aurora University
20,Pace Mannion,SF,6-7,190,1960-09-22,US,R,Utah
18,Lorenzo Romar,PG,6-1,175,1958-11-13,US,3,Washington
45,Purvis Short,SF,6-7,210,1957-07-02,US,5,Jackson State University
13,Larry Smith,PF,6-8,215,1958-01-18,US,3,Alcorn State
22,Darren Tillis,C,6-11,215,1960-02-23,US,1,Cleveland State University
33,Sam Williams,PF,6-8,210,1959-03-07,US,2,Arizona State
