Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
1985,17,MIL,Milwaukee Bucks,Sidney Moncrief,27,8,319,19.9,0.7,0.1,0.76,3.9,8.6,6.3,18.5,0.8,0.7,13.2,19.7,1.3,0.1,1.4,0.22,5.4,0.6,5.9,0.6,2024
1985,17,MIL,Milwaukee Bucks,Terry Cummings,23,8,311,22.6,0.63,0.01,0.39,8.4,18.0,13.4,11.2,1.9,1.3,13.0,26.7,0.9,0.3,1.2,0.19,4.5,1.1,5.7,0.6,644
1985,17,MIL,Milwaukee Bucks,Paul Pressey,26,8,296,16.6,0.58,0.03,0.43,6.3,12.7,9.6,29.6,2.9,1.0,23.4,19.1,0.3,0.3,0.6,0.1,2.5,2.3,4.8,0.5,2354
1985,17,MIL,Milwaukee Bucks,Craig Hodges,24,8,216,5.0,0.4,0.3,0.06,1.1,5.8,3.6,16.7,2.7,0.3,18.5,18.6,-0.4,0.2,-0.3,-0.06,-4.6,-0.3,-4.9,-0.2,1304
1985,17,MIL,Milwaukee Bucks,Alton Lister,26,8,203,12.3,0.47,0.0,0.53,16.5,19.7,18.2,10.3,1.4,4.3,17.8,18.3,-0.1,0.3,0.2,0.04,-1.7,1.2,-0.5,0.1,1755
1985,17,MIL,Milwaukee Bucks,Ricky Pierce,25,8,198,7.5,0.51,0.03,0.12,5.0,5.8,5.4,11.4,0.7,0.3,18.1,19.6,-0.1,0.1,-0.1,-0.01,-2.6,-2.1,-4.7,-0.1,2305
1985,17,MIL,Milwaukee Bucks,Paul Mokeski,28,8,154,7.9,0.53,0.0,0.33,6.4,19.3,13.1,10.5,0.6,1.5,22.5,14.3,0.0,0.1,0.1,0.04,-3.1,1.3,-1.8,0.0,2022
1985,17,MIL,Milwaukee Bucks,Randy Breuer,24,8,104,11.9,0.62,0.0,0.81,10.7,16.5,13.7,0.0,0.9,1.1,18.5,17.2,0.1,0.1,0.2,0.08,-1.2,-1.1,-2.2,0.0,341
1985,17,MIL,Milwaukee Bucks,Charles Davis,26,5,51,8.9,0.44,0.1,0.2,14.6,9.0,11.7,11.3,0.0,0.0,15.5,20.9,0.0,0.0,0.0,-0.02,-0.4,-3.5,-3.9,0.0,682
1985,17,MIL,Milwaukee Bucks,Paul Thompson,23,3,34,10.7,0.46,0.17,0.42,3.6,13.4,8.7,8.4,5.7,1.7,22.0,22.1,-0.1,0.1,0.0,-0.03,-2.1,3.4,1.2,0.0,2874
1985,17,MIL,Milwaukee Bucks,Kevin Grevey,31,5,28,10.2,0.41,0.0,0.31,4.4,4.1,4.2,10.1,3.4,0.0,0.0,21.8,0.0,0.0,0.0,0.07,-3.5,0.6,-2.9,0.0,1123
1985,17,MIL,Milwaukee Bucks,Chris Engler,25,1,6,12.0,1.0,0.0,0.0,0.0,38.1,19.8,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,0.19,-2.4,1.6,-0.8,0.0,860
