NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
42,Mike Bantom,SF,6-9,200,1951-12-03,US,8,Saint Joseph's
10,Don Buse,PG,6-4,190,1950-08-10,US,9,University of Evansville
12,Butch Carter,SG,6-5,180,1958-06-11,US,1,Indiana
16,Johnny Davis,SG,6-2,170,1955-10-21,US,5,Dayton
45,Clemon Johnson,C,6-10,240,1956-09-12,US,3,Florida A&M
24,George Johnson,PF,6-7,210,1956-12-08,US,3,St. John's
25,Billy Knight,SF,6-6,195,1952-06-09,US,7,Pitt
30,George McGinnis,PF,6-8,235,1950-08-12,US,10,Indiana
55,Louis Orr,SF,6-8,175,1958-05-07,US,1,Syracuse
26,Tom Owens,PF,6-10,215,1949-06-28,US,10,South Carolina
14,Jerry Sichting,PG,6-1,168,1956-11-29,US,1,Purdue
11,Raymond Townsend,SG,6-3,175,1955-12-20,US,2,UCLA
32,Herb Williams,C,6-10,242,1958-02-16,US,R,Ohio State
