NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
5,David Burns,PG,6-2,180,1958-07-03,US,R,Saint Louis
23,T.R. Dunn,SG,6-4,192,1955-02-01,US,4,Alabama
2,Alex English,SF,6-7,190,1954-01-05,US,5,South Carolina
22,Glen Gondrezick,SF,6-6,218,1955-08-30,US,4,UNLV
1,Kenny Higgs,PG,6-0,180,1955-01-31,US,2,LSU
34,Cedrick Hordges,PF,6-8,220,1957-01-08,US,1,"Auburn, South Carolina"
44,Dan Issel,C,6-9,235,1948-10-25,US,11,Kentucky
7,Billy McKinney,PG,6-0,160,1955-06-05,US,3,Northwestern
43,James Ray,PF,6-8,215,1957-07-27,US,1,Jacksonville University
25,Dave Robisch,C,6-10,235,1949-12-22,US,10,Kansas
10,John Roche,SG,6-3,170,1949-09-26,US,7,South Carolina
33,David Thompson,SG,6-4,195,1954-07-13,US,6,NC State
55,Kiki Vandeweghe,PF,6-8,220,1958-08-01,DE,1,UCLA
