NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
43,Bobby Cattage,PF,6-9,250,1958-08-17,US,R,Auburn
4,Adrian Dantley,SF,6-5,208,1955-02-28,US,5,Notre Dame
18,John Duren,PG,6-3,195,1958-10-30,US,1,Georgetown
14,Rickey Green,PG,6-0,170,1954-08-18,US,3,Michigan
35,Darrell Griffith,SG,6-4,190,1958-06-16,US,1,Louisville
11,James Hardy,SF,6-8,220,1956-12-01,US,3,San Francisco
22,Carl Nicks,SG,6-1,175,1958-10-06,US,1,Indiana State University
50,Ben Poquette,PF,6-9,235,1955-05-07,US,4,Central Michigan University
52,Bill Robinzine,PF,6-7,230,1953-01-20,US,6,DePaul
24,Danny Schayes,C,6-11,235,1959-05-10,US,R,Syracuse
45,Jeff Wilkins,C,6-11,230,1955-03-09,US,1,Illinois State
33,Howard Wood,SF,6-7,235,1959-05-20,US,R,Tennessee
31,Sam Worthen,PG,6-5,195,1958-01-17,US,1,Marquette
