PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Russell Westbrook,29,80,80,2914,9.4,20.8,0.449,1.2,4.0,0.298,8.2,16.8,0.485,5.2,7.0,0.737,1.9,8.1,9.9,10.1,1.8,0.2,4.7,2.5,25.1
Paul George,27,79,79,2891,7.2,16.7,0.43,3.0,7.6,0.401,4.1,9.1,0.45399999999999996,4.2,5.1,0.8220000000000001,0.9,4.7,5.6,3.3,2.0,0.5,2.6,2.9,21.6
Carmelo Anthony,33,78,78,2501,6.8,16.8,0.40399999999999997,2.4,6.8,0.35700000000000004,4.4,10.0,0.43700000000000006,2.1,2.8,0.767,1.0,5.6,6.5,1.5,0.7,0.7,1.4,2.8,18.2
Steven Adams,24,76,76,2487,6.5,10.3,0.629,0.0,0.0,0.0,6.5,10.3,0.631,2.3,4.1,0.5589999999999999,5.6,4.4,9.9,1.3,1.3,1.1,1.9,3.1,15.3
Jerami Grant,23,81,1,1647,5.3,10.0,0.535,0.7,2.4,0.29100000000000004,4.6,7.6,0.613,3.5,5.2,0.675,1.9,5.1,7.0,1.2,0.7,1.7,1.2,3.4,14.9
Raymond Felton,33,82,2,1365,5.9,14.6,0.406,2.1,6.1,0.35200000000000004,3.8,8.5,0.444,0.9,1.2,0.818,0.7,3.5,4.1,5.4,1.3,0.4,2.0,2.4,14.9
Patrick Patterson,28,82,3,1270,3.0,7.5,0.39799999999999996,1.9,4.8,0.386,1.1,2.7,0.42100000000000004,1.1,1.3,0.87,0.9,4.6,5.5,1.6,1.4,0.7,0.9,2.5,9.0
Corey Brewer,24,75,8,1134,3.7,9.2,0.395,2.7,7.0,0.38,1.0,2.2,0.44299999999999995,1.2,1.5,0.848,0.8,2.8,3.6,0.9,1.2,0.3,0.8,3.9,11.2
Andre Roberson,26,39,39,1037,3.0,5.6,0.537,0.3,1.2,0.222,2.7,4.4,0.627,0.4,1.3,0.316,2.6,3.8,6.4,1.6,1.6,1.2,1.0,3.1,6.7
Josh Huestis,26,69,10,982,2.2,6.7,0.33,1.2,4.2,0.287,1.0,2.5,0.40299999999999997,0.2,0.7,0.3,1.5,4.4,5.9,0.7,0.5,1.6,1.0,3.0,5.8
Terrance Ferguson,19,61,12,763,3.3,8.0,0.414,1.9,5.7,0.33299999999999996,1.4,2.3,0.612,0.4,0.5,0.9,0.9,1.3,2.2,0.9,1.1,0.5,0.5,3.9,8.9
Corey Brewer,31,18,16,514,4.5,10.1,0.444,1.6,4.7,0.34299999999999997,2.9,5.4,0.532,2.2,2.7,0.795,1.4,2.9,4.3,1.7,2.7,0.4,0.8,3.9,12.7
Dakari Johnson,22,31,6,161,4.9,8.7,0.564,0.0,0.0,,4.9,8.7,0.564,2.5,4.5,0.55,3.6,4.0,7.6,1.8,1.3,1.8,0.7,6.0,12.3
Nick Collison,37,15,0,75,6.2,9.1,0.684,0.0,0.0,,6.2,9.1,0.684,2.4,6.2,0.385,3.4,6.2,9.6,1.9,0.0,0.0,3.4,3.4,14.9
Kyle Singler,29,12,0,59,4.3,12.8,0.33299999999999996,1.2,3.1,0.4,3.1,9.8,0.313,4.3,7.9,0.5379999999999999,0.6,5.5,6.1,1.2,0.6,0.0,1.8,2.4,14.0
Daniel Hamilton,22,6,0,28,6.4,14.1,0.455,2.6,6.4,0.4,3.9,7.7,0.5,0.0,0.0,,0.0,6.4,6.4,10.3,1.3,0.0,2.6,2.6,15.4
PJ Dozier,21,2,0,3,12.0,24.0,0.5,0.0,0.0,,12.0,24.0,0.5,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,24.0
