Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
2006.0,26.0,3062,SAC,Sacramento Kings,Bonzi Wells,29.0,6.0,6.0,249.0,11.6,19.1,0.61,1.1,1.8,0.62,10.5,17.3,0.61,6.1,9.4,0.65,5.5,10.3,15.8,1.8,1.1,0.4,3.9,5.5,30.5,122.0,119.0
2006.0,26.0,1990,SAC,Sacramento Kings,Brad Miller,29.0,6.0,6.0,166.0,6.9,17.1,0.4,0.3,2.3,0.14,6.6,14.8,0.44,3.9,4.3,0.92,1.0,4.9,5.9,4.9,2.3,1.6,2.3,6.6,18.1,102.0,117.0
,,2655,,,Brian Skinner,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006.0,26.0,3186,SAC,Sacramento Kings,Corliss Williamson,32.0,3.0,0.0,11.0,9.9,24.8,0.4,0.0,0.0,,9.9,24.8,0.4,14.9,14.9,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,14.9,34.7,125.0,124.0
2006.0,26.0,989,SAC,Sacramento Kings,Francisco Garcia,24.0,6.0,0.0,41.0,6.7,14.6,0.46,1.3,5.3,0.25,5.3,9.3,0.57,2.7,2.7,1.0,0.0,2.7,2.7,1.3,2.7,2.7,0.0,6.7,17.3,123.0,116.0
,,2548,,,Jamal Sampson,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006.0,26.0,1215,SAC,Sacramento Kings,Jason Hart,27.0,5.0,0.0,52.0,4.2,13.7,0.31,0.0,0.0,,4.2,13.7,0.31,2.1,2.1,1.0,1.1,1.1,2.1,3.2,3.2,0.0,4.2,8.4,10.5,70.0,119.0
2006.0,26.0,2852,SAC,Sacramento Kings,Kenny Thomas,28.0,6.0,6.0,148.0,4.8,8.9,0.54,0.0,0.0,,4.8,8.9,0.54,3.3,4.8,0.69,4.4,5.5,10.0,3.0,1.8,0.0,3.3,8.1,12.9,109.0,120.0
2006.0,26.0,1861,SAC,Sacramento Kings,Kevin Martin,22.0,6.0,1.0,197.0,6.1,15.0,0.41,1.7,5.3,0.32,4.4,9.7,0.46,8.0,8.0,1.0,2.8,5.5,8.3,0.8,0.8,0.6,0.6,3.0,21.9,134.0,122.0
2006.0,26.0,3231,SAC,Sacramento Kings,Metta World Peace,26.0,5.0,5.0,198.0,8.5,22.3,0.38,2.5,7.4,0.33,6.1,14.9,0.41,4.4,6.3,0.7,2.2,4.7,6.9,4.1,2.2,1.1,1.4,4.1,24.0,108.0,118.0
2006.0,26.0,240,SAC,Sacramento Kings,Mike Bibby,27.0,6.0,6.0,255.0,6.9,19.7,0.35,1.9,5.6,0.35,4.9,14.1,0.35,5.8,6.4,0.9,1.3,3.6,4.9,6.6,1.9,0.0,3.9,3.6,21.4,100.0,121.0
,,2761,,,Peja Stojakovic,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006.0,26.0,2361,SAC,Sacramento Kings,Ronnie Price,22.0,4.0,0.0,9.0,0.0,18.2,0.0,0.0,0.0,,0.0,18.2,0.0,0.0,0.0,,0.0,0.0,0.0,6.1,0.0,0.0,0.0,6.1,0.0,21.0,127.0
,,2026,,,Sergei Monia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006.0,26.0,5,SAC,Sacramento Kings,Shareef Abdur-Rahim,29.0,6.0,0.0,129.0,9.7,18.2,0.54,0.0,1.3,0.0,9.7,16.9,0.57,3.8,6.3,0.6,3.4,8.9,12.3,3.0,0.8,0.0,5.5,11.4,23.3,98.0,120.0
2006.0,26.0,2346,SAC,Sacramento Kings,Vitaly Potapenko,30.0,4.0,0.0,9.0,12.1,24.3,0.5,0.0,0.0,,12.1,24.3,0.5,0.0,0.0,,6.1,0.0,6.1,0.0,6.1,0.0,0.0,12.1,24.3,116.0,113.0
