PLAYER,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Raymond Felton,22,78,2832,13.5,0.48100000000000004,0.305,0.25,2.1,9.3,5.6,32.0,2.2,0.3,16.8,21.9,,0.2,2.1,2.3,0.039,,0.0,-0.7,-0.8,0.9
Gerald Wallace,24,72,2640,19.8,0.568,0.126,0.47,6.2,17.4,11.6,12.5,2.8,2.0,12.2,22.5,,4.2,3.5,7.7,0.141,,2.2,1.5,3.7,3.7
Emeka Okafor,24,67,2329,20.1,0.5539999999999999,0.0,0.39899999999999997,12.7,26.2,19.2,6.0,1.3,5.7,11.3,19.1,,3.5,3.6,7.1,0.147,,1.2,0.9,2.1,2.4
Adam Morrison,22,78,2326,7.9,0.45,0.273,0.179,2.7,9.2,5.9,11.9,0.6,0.2,11.3,22.4,,-2.2,0.8,-1.5,-0.03,,-2.7,-2.4,-5.1,-1.8
Matt Carroll,26,72,1878,14.6,0.58,0.406,0.316,2.1,11.2,6.5,8.2,1.5,0.4,8.9,19.9,,3.4,1.2,4.6,0.11699999999999999,,0.9,-0.6,0.3,1.1
Brevin Knight,31,45,1273,14.3,0.48700000000000004,0.05,0.353,1.3,9.7,5.3,37.5,2.7,0.2,18.5,18.4,,0.7,1.1,1.8,0.07,,-1.2,0.1,-1.0,0.3
Derek Anderson,32,50,1190,13.7,0.586,0.517,0.361,2.8,8.6,5.6,17.6,2.3,0.5,14.1,15.1,,2.0,0.9,2.9,0.11699999999999999,,-0.3,0.6,0.4,0.7
Jake Voskuhl,29,73,1043,10.9,0.523,0.0,0.44299999999999995,9.3,20.1,14.5,6.8,1.5,1.8,15.5,15.7,,0.5,1.1,1.7,0.077,,-4.0,0.1,-3.9,-0.5
Walter Herrmann,27,48,936,16.1,0.625,0.348,0.161,3.4,14.5,8.8,5.0,0.9,0.6,8.3,18.7,,1.8,0.6,2.4,0.125,,1.9,-1.1,0.8,0.7
Sean May,22,35,838,19.1,0.551,0.009000000000000001,0.341,10.0,23.3,16.5,14.5,1.2,2.2,12.9,23.5,,1.3,1.0,2.2,0.127,,1.3,0.1,1.4,0.7
Primož Brezec,27,58,838,9.7,0.474,0.011000000000000001,0.248,11.0,15.2,13.0,4.6,0.7,2.1,11.1,18.5,,0.0,0.6,0.7,0.038,,-4.9,-1.7,-6.6,-1.0
Jeff McInnis,32,38,702,7.7,0.423,0.044000000000000004,0.177,2.3,8.4,5.2,27.7,1.0,0.0,17.7,15.3,,-0.3,0.3,-0.1,-0.004,,-3.8,-1.3,-5.1,-0.6
Alan Anderson,24,17,256,10.1,0.5379999999999999,0.247,0.284,4.9,10.0,7.4,13.8,1.4,0.0,19.4,20.1,,0.0,0.1,0.1,0.024,,-3.4,-1.1,-4.5,-0.2
Melvin Ely,28,24,244,4.8,0.46399999999999997,0.0,0.583,5.7,13.5,9.5,8.9,0.4,1.9,23.4,18.3,,-0.4,0.1,-0.2,-0.047,,-6.0,-0.3,-6.3,-0.3
Bernard Robinson,26,21,241,6.3,0.4,0.037000000000000005,0.40700000000000003,4.3,16.7,10.3,10.5,2.8,0.3,20.1,15.0,,-0.4,0.3,-0.1,-0.016,,-5.1,1.8,-3.3,-0.1
Othella Harrington,33,26,220,5.0,0.51,0.0,0.39299999999999996,6.8,13.9,10.2,4.4,0.2,0.3,18.6,16.7,,-0.1,0.1,0.0,0.003,,-6.8,-1.3,-8.2,-0.3
Ryan Hollins,22,27,185,8.5,0.597,0.0,1.111,6.8,13.2,9.9,0.9,1.1,2.9,23.0,17.1,,0.0,0.2,0.2,0.04,,-6.2,-0.4,-6.7,-0.2
Eric Williams,34,5,33,2.4,0.373,0.154,0.5379999999999999,7.0,3.7,5.4,4.9,1.6,0.0,11.1,24.9,,-0.1,0.0,-0.1,-0.111,,-7.6,-4.2,-11.8,-0.1
