Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2001,24,1604,PHO,Phoenix Suns,Jason Kidd,27,4,166,15.3,0.38,0.25,0.17,5.3,9.3,7.3,55.4,2.4,0.0,13.9,22.0,0.0,0.2,0.1,0.04,2.5,1.0,3.5,0.2
2001,24,1837,PHO,Phoenix Suns,Shawn Marion,22,4,139,13.0,0.43,0.02,0.23,7.1,17.0,11.9,4.0,2.2,2.9,8.1,22.6,-0.1,0.2,0.1,0.05,-0.6,0.6,-0.1,0.1
2001,24,726,PHO,Phoenix Suns,Tony Delk,27,4,114,11.1,0.49,0.23,0.26,4.3,9.9,7.1,6.4,1.3,0.0,9.5,19.6,0.0,0.1,0.1,0.05,-0.4,-0.2,-0.6,0.0
2001,24,2470,PHO,Phoenix Suns,Clifford Robinson,34,4,114,13.3,0.5,0.32,0.44,5.2,9.0,7.1,6.7,2.6,1.2,13.1,25.5,0.0,0.1,0.1,0.05,0.5,1.5,2.0,0.1
2001,24,842,PHO,Phoenix Suns,Mario Elie,37,4,103,12.7,0.52,0.42,0.26,1.9,11.0,6.3,11.9,1.5,0.7,5.5,15.0,0.1,0.1,0.2,0.11,-0.6,2.0,1.4,0.1
2001,24,1136,PHO,Phoenix Suns,Tom Gugliotta,31,4,86,8.3,0.38,0.0,0.35,4.6,13.1,8.8,5.7,4.7,0.8,14.3,17.2,-0.2,0.2,0.0,0.0,-4.8,2.1,-2.7,0.0
2001,24,2499,PHO,Phoenix Suns,Rodney Rogers,29,4,82,4.8,0.38,0.25,0.35,3.6,13.8,8.6,4.3,1.2,2.5,9.8,26.4,-0.2,0.1,-0.1,-0.08,-5.7,-0.6,-6.4,-0.1
2001,24,2912,PHO,Phoenix Suns,Jake Tsakalidis,21,4,75,10.1,0.38,0.0,0.0,13.1,24.6,18.8,0.0,0.0,6.3,5.9,9.6,0.0,0.1,0.1,0.08,-3.5,0.9,-2.6,0.0
2001,24,721,PHO,Phoenix Suns,Vinny Del Negro,34,3,26,14.6,0.57,0.0,0.0,0.0,7.9,3.9,34.7,0.0,0.0,0.0,11.4,0.1,0.0,0.1,0.15,-0.3,-0.4,-0.7,0.0
2001,24,792,PHO,Phoenix Suns,Chris Dudley,35,3,26,3.0,0.5,0.0,0.0,11.4,15.8,13.5,0.0,1.9,2.6,66.7,9.8,-0.1,0.0,-0.1,-0.1,-6.3,-0.1,-6.4,0.0
2001,24,2287,PHO,Phoenix Suns,Elliot Perry,31,2,17,41.5,0.62,0.1,0.1,5.8,18.1,11.8,66.2,5.9,0.0,0.0,26.0,0.1,0.0,0.2,0.45,13.3,9.3,22.6,0.1
2001,24,2557,PHO,Phoenix Suns,Daniel Santiago,24,1,12,10.5,0.5,0.0,0.0,8.2,34.2,20.9,0.0,0.0,11.3,33.3,10.6,0.0,0.0,0.0,0.06,-7.5,2.3,-5.1,0.0
