Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2017,10,GSW,Golden State Warriors,22,Matt Barnes,SF,6-7,226,1980-03-09,US,13,UCLA
2017,10,GSW,Golden State Warriors,21,Ian Clark,SG,6-3,175,1991-03-07,US,3,Belmont
2017,10,GSW,Golden State Warriors,30,Stephen Curry,PG,6-3,185,1988-03-14,US,7,Davidson
2017,10,GSW,Golden State Warriors,35,Kevin Durant,PF,6-10,240,1988-09-29,US,9,Texas
2017,10,GSW,Golden State Warriors,23,Draymond Green,PF,6-6,230,1990-03-04,US,4,Michigan State
2017,10,GSW,Golden State Warriors,9,Andre Iguodala,SF,6-6,215,1984-01-28,US,12,Arizona
2017,10,GSW,Golden State Warriors,15,Damian Jones,C,6-11,245,1995-06-30,US,R,Vanderbilt
2017,10,GSW,Golden State Warriors,34,Shaun Livingston,PG,6-7,192,1985-09-11,US,11,
2017,10,GSW,Golden State Warriors,5,Kevon Looney,C,6-9,222,1996-02-06,US,1,UCLA
2017,10,GSW,Golden State Warriors,20,James Michael McAdoo,PF,6-9,230,1993-01-04,US,2,UNC
2017,10,GSW,Golden State Warriors,0,Patrick McCaw,SG,6-7,181,1995-10-25,US,R,UNLV
2017,10,GSW,Golden State Warriors,1,JaVale McGee,C,7-0,270,1988-01-19,US,8,Nevada
2017,10,GSW,Golden State Warriors,27,Zaza Pachulia,C,6-11,270,1984-02-10,GE,13,
2017,10,GSW,Golden State Warriors,11,Klay Thompson,SG,6-6,215,1990-02-08,US,5,Washington State
2017,10,GSW,Golden State Warriors,18,Anderson Varejao,C,6-10,273,1982-09-28,BR,12,
2017,10,GSW,Golden State Warriors,2,Briante Weber,PG,6-2,165,1992-12-29,US,1,VCU
2017,10,GSW,Golden State Warriors,3,David West,C,6-9,250,1980-08-29,US,13,Xavier
