NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
44,Shawn Bradley,C,7-6,235,1972-03-22,DE,6,BYU
21,Greg Buckner,SG,6-4,210,1976-09-16,US,R,Clemson
23,Cedric Ceballos,SF,6-6,190,1969-08-02,US,9,Cal State Fullerton
24,Hubert Davis,PG,6-5,183,1970-05-17,US,7,UNC
4,Michael Finley,SF,6-7,215,1973-03-06,US,4,Wisconsin
3,Rick Hughes,PF,6-9,235,1973-08-22,US,R,Thomas More College
43,Randell Jackson,PF,6-11,215,1976-01-16,US,1,Florida State
11,Damon Jones,PG,6-3,185,1976-08-25,US,1,Houston
13,Steve Nash,PG,6-3,195,1974-02-07,ZA,3,Santa Clara
41,Dirk Nowitzki,PF,7-0,245,1978-06-19,DE,1,
14,Robert Pack,PG,6-2,180,1969-02-03,US,8,USC
2,Rodrick Rhodes,SF,6-6,225,1973-09-24,US,2,"Kentucky, USC"
70,Dennis Rodman,PF,6-7,210,1961-05-13,US,13,Southeastern Oklahoma State University
45,Sean Rooks,C,6-10,250,1969-09-09,US,7,Arizona
20,Erick Strickland,SG,6-3,210,1973-11-25,US,3,Nebraska
40,Bruno Šundov,C,7-2,220,1980-02-10,HR,1,
33,Gary Trent,SF,6-8,250,1974-09-22,US,4,Ohio University
