NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
5,William Avery,PG,6-2,197,1979-08-08,US,R,Duke
7,Terrell Brandon,PG,5-11,180,1970-05-20,US,8,Oregon
21,Kevin Garnett,PF,6-11,240,1976-05-19,US,4,
22,Dean Garrett,C,6-10,225,1966-11-27,US,3,Indiana
20,Tom Hammonds,PF,6-9,215,1967-03-27,US,10,Georgia Tech
24,Bobby Jackson,PG,6-1,185,1973-03-13,US,2,Minnesota
42,Sam Mitchell,SF,6-6,210,1963-09-02,US,10,Mercer University
8,Rasho Nesterović,C,7-0,248,1976-05-30,SI,1,
45,Andrae Patterson,PF,6-9,238,1975-11-12,US,1,Indiana
1,Anthony Peeler,SG,6-4,208,1969-11-25,US,7,Missouri
2,Malik Sealy,SF,6-8,190,1970-02-01,US,7,St. John's
32,Joe Smith,C,6-10,225,1975-07-26,US,4,Maryland
10,Wally Szczerbiak,SF,6-7,244,1977-03-05,ES,R,Miami University
