NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
3,Mahmoud Abdul-Rauf,PG,6-1,162,1969-03-09,US,1,LSU
33,Greg Anderson,PF,6-10,230,1964-06-22,US,4,Houston
43,Kevin Brooks,SF,6-6,200,1969-10-12,US,R,Louisiana
0,Anthony Cook,PF,6-9,205,1967-03-19,US,1,Arizona
6,Walter Davis,SF,6-6,193,1954-09-09,US,14,UNC
12,Winston Garland,PG,6-2,170,1964-12-19,US,4,Missouri State University
10,Scott Hastings,C,6-10,235,1960-06-03,US,9,Arkansas
35,Jerome Lane,PF,6-6,230,1966-12-04,US,3,Pitt
30,Marcus Liberty,SF,6-8,205,1968-10-27,US,1,Illinois
21,Todd Lichti,SG,6-4,205,1967-01-08,US,2,Stanford
1,Mark Macon,SG,6-5,185,1969-04-14,US,R,Temple
55,Dikembe Mutombo,C,7-2,245,1966-06-25,CD,R,Georgetown
50,Steve Scheffler,C,6-9,250,1967-09-03,US,1,Purdue
34,Reggie Williams,SF,6-7,190,1964-03-05,US,4,Georgetown
42,Joe Wolf,C,6-11,230,1964-12-17,US,4,UNC
