Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1982,22.0,DAL,NBA,SG,82.0,1979.0,16.2,0.559,0.005,0.323,5.4,9.4,7.3,8.3,1.1,0.9,10.4,22.7,,3.2,0.8,4.1,0.098,,1.8,-1.6,0.2,1.1
1983,23.0,DAL,NBA,SG,75.0,2349.0,17.0,0.548,0.014,0.366,4.9,8.6,6.7,11.1,0.7,0.7,8.9,22.3,,5.5,0.1,5.7,0.116,,2.5,-2.1,0.4,1.4
1984,24.0,DAL,NBA,SG,81.0,3025.0,19.8,0.596,0.008,0.347,4.8,9.5,7.2,14.2,0.9,0.7,10.0,23.3,,8.3,1.5,9.8,0.155,,3.6,-1.2,2.4,3.3
1985,25.0,DAL,NBA,SG,81.0,2834.0,17.7,0.566,0.016,0.336,4.2,7.9,6.0,15.1,1.0,0.3,10.3,23.2,,5.8,1.4,7.3,0.123,,2.2,-1.4,0.9,2.0
1986,26.0,DAL,NBA,SG,82.0,2787.0,19.0,0.576,0.022,0.366,3.5,7.9,5.7,14.4,1.3,0.5,11.0,25.2,,6.2,0.8,7.0,0.121,,2.2,-1.6,0.6,1.8
1987,27.0,DAL,NBA,SG,80.0,2758.0,18.1,0.569,0.012,0.375,3.8,7.0,5.5,14.2,1.1,0.4,10.6,24.3,,6.5,1.5,8.0,0.14,,2.2,-1.1,1.0,2.1
1988,28.0,DAL,NBA,SG,71.0,2580.0,16.0,0.544,0.005,0.361,3.5,6.8,5.2,15.1,1.2,0.4,10.6,21.8,,5.1,1.6,6.8,0.126,,1.0,-0.8,0.2,1.4
1989,29.0,DAL,NBA,SG,78.0,2946.0,15.9,0.543,0.068,0.296,2.6,7.5,5.1,15.8,1.1,0.4,10.5,23.2,,4.2,1.4,5.7,0.092,,0.9,-1.4,-0.5,1.1
1990,30.0,DAL,NBA,SG,80.0,2934.0,17.0,0.552,0.034,0.271,3.5,7.3,5.4,16.3,1.3,0.4,11.0,23.6,,4.6,2.2,6.8,0.111,,1.6,-0.6,0.9,2.2
1991,31.0,DAL,NBA,SG,80.0,2965.0,16.6,0.545,0.087,0.248,2.4,7.4,4.9,16.8,1.2,0.4,9.8,24.2,,4.4,1.0,5.5,0.089,,1.4,-1.4,0.0,1.5
1992,32.0,DAL,NBA,SG,75.0,2527.0,15.6,0.538,0.146,0.229,3.2,7.0,5.0,14.0,1.0,0.5,10.7,24.4,,3.1,0.7,3.8,0.072,,1.3,-1.6,-0.3,1.1
1993,33.0,NYK,NBA,SG,60.0,1434.0,10.6,0.501,0.135,0.167,1.8,5.9,4.0,17.1,0.8,0.5,10.1,19.4,,0.9,2.0,2.9,0.097,,-1.2,0.6,-0.7,0.5
1994,34.0,NYK,NBA,SG,55.0,969.0,11.3,0.51,0.228,0.144,2.7,8.0,5.4,12.7,1.3,0.4,10.1,19.7,,0.9,1.5,2.4,0.118,,-1.8,0.4,-1.5,0.1
