NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
43,Brad Daugherty,C,7-0,245,1965-10-19,US,2,UNC
24,Chris Dudley,C,6-11,235,1965-02-22,US,1,Yale
3,Craig Ehlo,SG,6-6,180,1961-08-11,US,5,Washington State
4,Ron Harper,SG,6-6,185,1964-01-20,US,2,Miami University
35,Phil Hubbard,SF,6-8,215,1956-12-13,US,9,Michigan
31,Randolph Keys,SF,6-7,195,1966-04-19,US,R,University of Southern Mississippi
22,Larry Nance,PF,6-10,205,1959-02-12,US,7,Clemson
25,Mark Price,PG,6-0,170,1964-02-15,US,2,Georgia Tech
30,Tree Rollins,C,7-1,235,1955-06-16,US,11,Clemson
11,Mike Sanders,SF,6-6,210,1960-05-07,US,6,UCLA
1,Darnell Valentine,SG,6-1,183,1959-02-03,US,7,Kansas
18,Hot Rod Williams,PF,6-11,215,1962-08-09,US,2,Tulane
