Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,8,DEN,Denver Nuggets,Dikembe Mutombo,27,12,12,42.6,4.2,9.0,0.46,0.0,0.0,,4.2,9.0,0.46,0.46,4.9,8.2,0.6,3.3,8.7,12.0,1.8,0.7,5.8,2.5,3.5,13.3,2097
1994,8,DEN,Denver Nuggets,LaPhonso Ellis,23,12,12,36.3,5.7,11.8,0.48,0.3,0.5,0.5,5.4,11.3,0.48,0.49,3.2,4.5,0.7,2.3,5.8,8.1,2.2,0.8,0.9,1.6,3.8,14.8,851
1994,8,DEN,Denver Nuggets,Bryant Stith,23,12,12,34.4,3.6,8.5,0.42,0.0,0.1,0.0,3.6,8.4,0.43,0.42,4.2,5.0,0.83,1.9,2.8,4.7,2.2,0.9,0.2,1.2,1.9,11.3,2757
1994,8,DEN,Denver Nuggets,Reggie Williams,29,12,12,33.8,5.2,12.4,0.42,1.7,4.2,0.4,3.5,8.3,0.42,0.48,2.3,2.9,0.77,1.5,3.6,5.1,3.5,0.8,1.0,2.3,4.4,14.3,3170
1994,8,DEN,Denver Nuggets,Mahmoud Abdul-Rauf,24,12,12,28.3,4.8,12.8,0.37,1.0,3.1,0.32,3.8,9.8,0.38,0.41,2.4,2.6,0.94,0.3,1.3,1.5,2.5,0.4,0.1,1.2,2.4,12.9,3
1994,8,DEN,Denver Nuggets,Robert Pack,24,12,0,27.7,4.0,9.8,0.41,0.5,1.7,0.3,3.5,8.2,0.43,0.43,3.3,4.6,0.71,0.4,1.9,2.3,4.3,1.5,0.5,3.8,3.4,11.8,2232
1994,8,DEN,Denver Nuggets,Bison Dele,24,12,0,24.1,3.5,6.3,0.55,0.0,0.0,,3.5,6.3,0.55,0.55,2.3,3.4,0.66,2.8,4.7,7.4,0.9,0.3,0.9,1.4,3.0,9.3,723
1994,8,DEN,Denver Nuggets,Rodney Rogers,22,12,0,15.8,1.6,4.1,0.39,0.5,1.6,0.32,1.1,2.5,0.43,0.45,1.4,2.3,0.63,0.7,1.1,1.8,1.3,0.6,0.5,0.7,2.1,5.1,2499
1994,8,DEN,Denver Nuggets,Darnell Mee,22,3,0,10.0,1.0,2.0,0.5,0.3,1.3,0.25,0.7,0.7,1.0,0.58,0.0,0.0,,0.0,0.7,0.7,0.7,1.0,0.0,1.0,1.3,2.3,1961
1994,8,DEN,Denver Nuggets,Tom Hammonds,26,8,0,6.1,0.3,1.1,0.22,0.0,0.0,,0.3,1.1,0.22,0.22,0.6,0.8,0.83,0.6,1.0,1.6,0.3,0.0,0.0,0.1,0.8,1.1,1166
1994,8,DEN,Denver Nuggets,Mark Randall,26,2,0,3.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.5,2.0,2.5,0.0,0.0,0.5,0.5,0.5,0.0,2390
1994,8,DEN,Denver Nuggets,Kevin Brooks,24,2,0,2.5,1.0,3.5,0.29,0.0,0.5,0.0,1.0,3.0,0.33,0.29,0.5,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.5,363
