Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1986,5,CHI,Charlotte Bobcats,Michael Jordan,22,3,3,135,17.4,34.5,0.5,0.4,0.4,1.0,17.1,34.2,0.5,12.4,14.2,0.87,1.8,5.1,6.9,6.2,2.5,1.5,5.1,4.7,47.6,116,119,1567
1986,5,CHI,Charlotte Bobcats,Orlando Woolridge,26,3,3,135,9.1,22.5,0.4,0.0,0.4,0.0,9.1,22.2,0.41,4.7,5.5,0.87,2.2,2.9,5.1,1.5,1.1,0.4,1.5,4.4,22.9,102,124,3229
1986,5,CHI,Charlotte Bobcats,Dave Corzine,29,3,3,103,7.6,13.8,0.55,0.0,0.0,,7.6,13.8,0.55,1.9,1.9,1.0,2.9,10.0,12.9,2.9,0.5,1.0,2.9,5.7,17.1,111,120,611
1986,5,CHI,Charlotte Bobcats,Charles Oakley,22,3,3,88,6.1,11.7,0.52,0.0,0.0,,6.1,11.7,0.52,4.5,7.2,0.62,5.6,11.2,16.7,1.7,3.3,1.1,2.8,7.2,16.7,112,113,2181
1986,5,CHI,Charlotte Bobcats,Kyle Macy,28,3,3,87,2.8,7.9,0.36,0.6,2.3,0.25,2.3,5.6,0.4,0.6,0.6,1.0,1.1,1.1,2.3,5.6,1.1,0.0,0.6,5.1,6.8,109,126,1807
1986,5,CHI,Charlotte Bobcats,John Paxson,25,3,0,80,4.3,9.2,0.47,0.0,0.0,,4.3,9.2,0.47,8.0,10.4,0.76,0.0,0.0,0.0,3.1,1.8,0.0,1.8,5.5,16.6,119,125,2265
1986,5,CHI,Charlotte Bobcats,Gene Banks,26,3,0,69,7.1,12.8,0.56,0.0,1.4,0.0,7.1,11.4,0.62,1.4,2.8,0.5,2.8,4.3,7.1,3.6,0.7,0.0,2.8,7.1,15.6,107,124,157
1986,5,CHI,Charlotte Bobcats,Sidney Green,25,3,0,53,5.6,18.5,0.3,0.0,0.0,,5.6,18.5,0.3,5.6,11.1,0.5,6.5,4.6,11.1,0.0,0.9,0.9,2.8,8.3,16.7,83,123,1114
1986,5,CHI,Charlotte Bobcats,George Gervin,33,2,0,11,0.0,4.5,0.0,0.0,0.0,,0.0,4.5,0.0,0.0,0.0,,0.0,4.5,4.5,4.5,0.0,0.0,8.9,13.4,0.0,15,125,1024
1986,5,CHI,Charlotte Bobcats,Mike Smrek,23,3,0,5,0.0,9.8,0.0,0.0,0.0,,0.0,9.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,9.8,0.0,19.6,0.0,0,119,2711
1986,5,CHI,Charlotte Bobcats,Jawann Oldham,28,1,0,4,0.0,12.3,0.0,0.0,0.0,,0.0,12.3,0.0,0.0,0.0,,12.3,12.3,24.5,0.0,0.0,0.0,12.3,0.0,0.0,32,121,2200
