Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1994,21,SEA,Seattle Supersonics,Gary Payton,25.0,82,82.0,2881,584,1159,0.5,15,54,0.28,569,1105,0.52,0.51,166,279,0.6,105,164,269,494,188,19,173,227,1349,2270
1994,21,SEA,Seattle Supersonics,Detlef Schrempf,31.0,81,80.0,2728,445,903,0.49,22,68,0.32,423,835,0.51,0.5,300,390,0.77,144,310,454,275,73,9,173,273,1212,2575
1994,21,SEA,Seattle Supersonics,Shawn Kemp,24.0,79,73.0,2597,533,990,0.54,1,4,0.25,532,986,0.54,0.54,364,491,0.74,312,539,851,207,142,166,259,312,1431,1592
1994,21,SEA,Seattle Supersonics,Kendall Gill,25.0,79,77.0,2435,429,969,0.44,38,120,0.32,391,849,0.46,0.46,215,275,0.78,91,177,268,275,151,32,143,194,1111,1036
1994,21,SEA,Seattle Supersonics,Sam Perkins,32.0,81,41.0,2170,341,779,0.44,99,270,0.37,242,509,0.48,0.5,218,272,0.8,120,246,366,111,67,31,103,197,999,2284
1994,21,SEA,Seattle Supersonics,Nate McMillan,29.0,73,8.0,1887,177,396,0.45,52,133,0.39,125,263,0.48,0.51,31,55,0.56,50,233,283,387,216,22,126,201,437,1951
1994,21,SEA,Seattle Supersonics,Michael Cage,32.0,82,42.0,1708,171,314,0.55,0,1,0.0,171,313,0.55,0.55,36,74,0.49,164,280,444,45,77,38,51,179,378,451
1994,21,SEA,Seattle Supersonics,Vincent Askew,27.0,80,3.0,1690,273,567,0.48,6,31,0.19,267,536,0.5,0.49,175,211,0.83,60,124,184,194,73,19,70,145,727,115
1994,21,SEA,Seattle Supersonics,Ricky Pierce,34.0,51,0.0,1022,272,577,0.47,6,32,0.19,266,545,0.49,0.48,189,211,0.9,29,54,83,91,42,5,64,84,739,2305
1994,21,SEA,Seattle Supersonics,Ervin Johnson,26.0,45,3.0,280,44,106,0.42,0,0,,44,106,0.42,0.42,29,46,0.63,48,70,118,7,10,22,24,45,117,1486
1994,21,SEA,Seattle Supersonics,Steve Scheffler,26.0,35,1.0,152,28,46,0.61,0,0,,28,46,0.61,0.61,19,20,0.95,11,15,26,6,7,0,8,25,75,2569
1994,21,SEA,Seattle Supersonics,Chris King,24.0,15,0.0,86,19,48,0.4,2,7,0.29,17,41,0.42,0.42,15,26,0.58,5,10,15,11,4,0,12,12,55,1616
1994,21,SEA,Seattle Supersonics,Rich King,24.0,27,0.0,78,15,34,0.44,0,1,0.0,15,33,0.46,0.44,11,22,0.5,9,11,20,8,1,2,7,18,41,1623
1994,21,SEA,Seattle Supersonics,Alphonso Ford,22.0,6,0.0,16,7,13,0.54,1,1,1.0,6,12,0.5,0.58,1,2,0.5,0,0,0,1,2,0,1,2,16,932
