PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Dale Ellis,28,8,8,304,11.9,26.5,0.45,2.5,6.1,0.405,9.4,20.4,0.46299999999999997,4.0,5.5,0.727,2.3,3.0,5.3,1.7,1.8,0.2,3.5,3.1,30.3,,107,116
Derrick McKey,22,8,8,286,7.8,15.7,0.494,0.2,1.6,0.111,7.6,14.1,0.5379999999999999,3.0,3.7,0.81,3.7,5.5,9.2,3.2,1.1,2.6,4.1,5.8,18.7,,103,113
Xavier McDaniel,25,8,8,281,10.4,25.8,0.40299999999999997,0.5,1.6,0.33299999999999996,9.9,24.2,0.40700000000000003,5.6,7.4,0.7559999999999999,4.3,7.7,12.0,3.9,0.4,0.9,3.9,5.4,26.9,,101,114
Sedale Threatt,27,8,1,201,9.8,20.6,0.47600000000000003,0.3,1.0,0.25,9.5,19.6,0.48700000000000004,4.3,5.0,0.85,0.8,2.5,3.3,12.3,4.3,0.0,2.8,5.5,24.1,,119,111
Nate McMillan,24,8,7,200,4.8,10.1,0.475,0.0,0.5,0.0,4.8,9.6,0.5,4.0,6.3,0.64,2.3,4.0,6.3,15.9,2.5,1.3,4.8,5.3,13.6,,109,112
Michael Cage,27,8,0,175,6.9,11.5,0.6,0.0,0.3,0.0,6.9,11.2,0.615,2.6,6.3,0.409,6.3,6.9,13.2,1.4,2.0,0.9,2.3,4.0,16.4,,114,112
Olden Polynice,24,8,0,162,7.8,12.8,0.61,0.0,0.0,,7.8,12.8,0.61,2.2,4.0,0.5379999999999999,8.4,10.9,19.3,0.3,1.9,1.2,1.6,10.0,17.7,,128,108
Alton Lister,30,8,8,160,5.4,12.3,0.436,0.0,0.0,,5.4,12.3,0.436,6.9,8.2,0.846,4.1,7.9,12.0,0.6,0.6,6.6,2.8,8.8,17.6,,112,109
Russ Schoene,28,3,0,43,4.7,19.9,0.235,0.0,8.2,0.0,4.7,11.7,0.4,5.9,7.0,0.833,3.5,2.3,5.9,2.3,2.3,0.0,0.0,8.2,15.2,,96,115
Jerry Reynolds,26,4,0,40,8.8,27.7,0.318,1.3,5.0,0.25,7.6,22.7,0.33299999999999996,8.8,12.6,0.7,1.3,5.0,6.3,1.3,2.5,7.6,5.0,7.6,27.7,,86,106
John Lucas,35,4,0,37,6.8,23.2,0.294,0.0,4.1,0.0,6.8,19.1,0.35700000000000004,1.4,2.7,0.5,0.0,1.4,1.4,10.9,0.0,0.0,2.7,6.8,15.0,,83,120
Avery Johnson,23,6,0,31,8.1,19.5,0.41700000000000004,0.0,6.5,0.0,8.1,13.0,0.625,1.6,3.3,0.5,3.3,3.3,6.5,8.1,6.5,0.0,0.0,1.6,17.9,,117,106
