NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
13,Chucky Atkins,PG,5-11,160,1974-08-14,US,9,South Florida
4,Nick Collison,C,6-10,255,1980-10-26,US,4,Kansas
35,Kevin Durant,SF,6-10,240,1988-09-29,US,1,Texas
22,Jeff Green,PF,6-8,235,1986-08-28,US,1,Georgetown
51,Steven Hill,PF,7-0,248,1985-11-14,US,R,Arkansas
12,Nenad Krstić,C,7-0,240,1983-07-25,RS,4,
14,Shaun Livingston,PG,6-7,192,1985-09-11,US,3,
34,Desmond Mason,SG,6-7,224,1977-10-11,US,8,Oklahoma State
27,Johan Petro,C,7-0,247,1986-01-27,FR,3,
9,Malik Rose,PF,6-7,250,1974-11-23,US,12,Drexel
2,Thabo Sefolosha,SG,6-6,215,1984-05-02,CH,2,
18,Mouhamed Sene,C,6-11,230,1986-05-12,SN,2,
7,Joe Smith,C,6-10,225,1975-07-26,US,13,Maryland
31,Robert Swift,C,7-0,245,1985-12-03,US,3,
25,Earl Watson,PG,6-1,195,1979-06-12,US,7,UCLA
5,Kyle Weaver,SG,6-6,201,1986-02-18,US,R,Washington State
0,Russell Westbrook,PG,6-3,200,1988-11-12,US,R,UCLA
3,D.J. White,PF,6-9,251,1986-08-31,US,R,Indiana
54,Chris Wilcox,C,6-10,221,1982-09-03,US,6,Maryland
21,Damien Wilkins,SG,6-6,225,1980-01-11,US,4,"NC State, Georgia"
