Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2012.0,16.0,302,MIA,Miami Heat,Chris Bosh,27.0,14.0,10.0,439.0,6.0,12.1,0.49,0.6,1.1,0.54,5.4,11.1,0.49,3.5,4.3,0.83,3.0,6.0,8.9,0.7,0.5,1.1,1.6,1.6,16.1
2012.0,16.0,2315,MIA,Miami Heat,Dexter Pittman,23.0,3.0,1.0,8.0,0.0,9.0,0.0,0.0,0.0,,0.0,9.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.5,0.0,4.5,0.0,9.0,0.0
2012.0,16.0,2989,MIA,Miami Heat,Dwyane Wade,30.0,23.0,23.0,907.0,7.8,16.9,0.46,0.4,1.3,0.29,7.4,15.6,0.48,4.8,6.6,0.73,1.3,3.5,4.8,4.0,1.5,1.2,2.7,2.6,20.8
2012.0,16.0,1547,MIA,Miami Heat,James Jones,31.0,20.0,0.0,173.0,3.3,8.9,0.37,1.9,6.2,0.3,1.5,2.7,0.54,2.1,2.1,1.0,1.0,3.1,4.2,0.4,0.6,0.2,0.8,2.5,10.6
2012.0,16.0,96,MIA,Miami Heat,Joel Anthony,29.0,17.0,1.0,329.0,1.9,3.2,0.59,0.0,0.0,,1.9,3.2,0.59,2.2,2.7,0.8,2.4,3.6,6.0,0.2,0.5,1.8,0.9,4.5,5.9
2012.0,16.0,1340,MIA,Miami Heat,Juwan Howard,38.0,9.0,0.0,24.0,3.0,10.5,0.29,0.0,0.0,,3.0,10.5,0.29,4.5,6.0,0.75,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,10.5
2012.0,16.0,1428,MIA,Miami Heat,LeBron James,27.0,23.0,23.0,983.0,9.2,18.4,0.5,0.8,3.1,0.26,8.4,15.3,0.55,6.3,8.6,0.74,2.0,6.2,8.2,4.7,1.6,0.6,3.0,1.7,25.5
2012.0,16.0,511,MIA,Miami Heat,Mario Chalmers,25.0,23.0,23.0,819.0,4.0,9.1,0.44,1.5,4.0,0.36,2.6,5.1,0.51,1.9,2.6,0.72,0.5,3.2,3.7,4.0,1.2,0.3,1.8,3.0,11.4
2012.0,16.0,1994,MIA,Miami Heat,Mike Miller,31.0,23.0,0.0,368.0,3.9,9.7,0.4,3.0,7.3,0.41,0.9,2.3,0.38,0.9,1.1,0.82,0.9,4.8,5.7,1.7,0.9,0.2,1.2,4.0,11.7
2012.0,16.0,561,MIA,Miami Heat,Norris Cole,23.0,19.0,0.0,170.0,2.5,7.8,0.32,0.6,2.5,0.25,1.9,5.3,0.36,1.5,1.9,0.78,0.2,1.9,2.1,2.5,1.5,0.0,1.1,5.1,7.2
2012.0,16.0,2919,MIA,Miami Heat,Ronny Turiaf,29.0,12.0,7.0,121.0,3.0,5.4,0.56,0.0,0.0,,3.0,5.4,0.56,0.9,3.3,0.27,3.3,6.0,9.2,0.3,0.3,2.4,1.8,6.8,6.8
2012.0,16.0,189,MIA,Miami Heat,Shane Battier,33.0,23.0,16.0,768.0,2.5,6.6,0.38,2.0,5.2,0.38,0.5,1.4,0.37,0.6,0.7,0.81,0.7,2.8,3.5,1.3,1.0,0.7,0.7,3.2,7.5
2012.0,16.0,1208,MIA,Miami Heat,Terrel Harris,24.0,4.0,0.0,10.0,3.6,7.2,0.5,0.0,3.6,0.0,3.6,3.6,1.0,10.8,14.4,0.75,0.0,10.8,10.8,0.0,0.0,0.0,0.0,0.0,18.0
2012.0,16.0,1221,MIA,Miami Heat,Udonis Haslem,31.0,22.0,11.0,452.0,3.2,7.0,0.46,0.0,0.0,,3.2,7.0,0.46,2.1,2.8,0.74,2.9,8.3,11.2,1.0,0.4,0.5,1.6,4.8,8.4
