NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
20,Bruno Caboclo,SF,6-9,218,1995-09-21,BR,2,
5,DeMarre Carroll,SF,6-6,215,1986-07-27,US,7,"Vanderbilt, Missouri"
10,DeMar DeRozan,SG,6-6,220,1989-08-07,US,7,USC
9,Serge Ibaka,PF,7-0,235,1989-09-18,CG,7,
6,Cory Joseph,PG,6-3,200,1991-08-20,CA,5,Texas
7,Kyle Lowry,PG,6-0,196,1986-03-25,US,10,Villanova
92,Lucas Nogueira,C,7-0,241,1992-07-26,BR,2,
54,Patrick Patterson,PF,6-8,235,1989-03-14,US,6,Kentucky
42,Jakob Poeltl,C,7-1,245,1995-10-15,AT,R,Utah
24,Norman Powell,SG,6-3,215,1993-05-25,US,1,UCLA
31,Terrence Ross,SF,6-6,206,1991-02-05,US,4,Washington
43,Pascal Siakam,PF,6-9,230,1994-04-02,CM,R,New Mexico State
0,Jared Sullinger,PF,6-9,260,1992-03-04,US,4,Ohio State
2,P.J. Tucker,SF,6-5,245,1985-05-05,US,5,Texas
17,Jonas Valančiūnas,C,6-11,265,1992-05-06,LT,4,
23,Fred VanVleet,PG,6-1,197,1994-02-25,US,R,Wichita State
55,Delon Wright,PG,6-5,185,1992-04-26,US,1,Utah
