NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
9,Victor Alexander,C,6-9,265,1969-08-31,US,4,Iowa State
7,Chucky Atkins,PG,5-11,160,1974-08-14,US,2,South Florida
1,Dana Barros,PG,5-11,163,1967-04-13,US,12,Boston College
20,Jon Barry,SG,6-4,195,1969-07-25,US,9,"University of the Pacific, Georgia Tech"
35,Brian Cardinal,PF,6-8,245,1977-05-02,US,1,Purdue
12,Michael Curry,SG,6-5,210,1968-08-22,US,7,Georgia Southern University
14,Damon Jones,PG,6-3,185,1976-08-25,US,3,Houston
31,Mikki Moore,C,6-11,225,1975-11-04,US,3,Nebraska
39,Željko Rebrača,C,7-0,257,1972-04-09,RS,R,
30,Clifford Robinson,PF,6-10,225,1966-12-16,US,12,UConn
42,Jerry Stackhouse,SF,6-6,218,1974-11-05,US,6,UNC
44,Ratko Varda,C,7-1,260,1979-05-06,BA,R,
3,Ben Wallace,C,6-9,240,1974-09-10,US,5,Virginia Union University
5,Rodney White,SF,6-9,238,1980-06-28,US,R,UNC Charlotte
34,Corliss Williamson,SF,6-7,245,1973-12-04,US,6,Arkansas
