NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
1,Brandon Armstrong,SG,6-5,188,1980-06-16,US,R,Pepperdine
35,Jason Collins,C,7-0,255,1978-12-02,US,R,Stanford
10,Derrick Dial,SG,6-4,184,1975-12-20,US,2,Eastern Michigan
54,Steve Goodrich,SF,6-10,220,1976-03-18,US,1,Princeton
12,Lucious Harris,SG,6-5,190,1970-12-18,US,8,Cal State Long Beach
24,Richard Jefferson,SF,6-7,233,1980-06-21,US,R,Arizona
8,Anthony Johnson,SG,6-3,190,1974-10-02,US,4,College of Charleston
5,Jason Kidd,PG,6-4,205,1973-03-23,US,7,California
30,Kerry Kittles,SG,6-5,179,1974-06-12,US,4,Villanova
11,Todd MacCulloch,C,7-0,280,1976-01-27,CA,2,Washington
13,Donny Marshall,SF,6-7,230,1972-07-17,US,3,UConn
6,Kenyon Martin,PF,6-9,234,1977-12-30,US,1,Cincinnati
21,Brian Scalabrine,PF,6-9,241,1978-03-18,US,R,USC
50,Reggie Slater,PF,6-7,215,1970-08-27,US,6,Wyoming
44,Keith Van Horn,SF,6-10,220,1975-10-23,US,4,Utah
34,Aaron Williams,PF,6-9,220,1971-10-02,US,7,Xavier
