PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
John Wall,27,6,6,234,8.6,19.5,0.441,0.6,3.2,0.19,8.0,16.3,0.491,6.2,7.2,0.851,0.5,4.8,5.2,10.6,2.2,1.2,4.2,2.5,24.0
Bradley Beal,24,6,6,216,8.2,18.0,0.45399999999999996,3.5,7.5,0.467,4.7,10.5,0.444,3.3,3.8,0.87,0.3,3.0,3.3,2.8,1.2,0.3,2.5,3.2,23.2
Markieff Morris,28,6,6,181,4.8,9.7,0.49,0.4,2.4,0.16699999999999998,4.4,7.4,0.595,1.8,2.0,0.9,2.8,6.2,9.0,2.0,0.8,1.0,1.2,4.4,11.7
Marcin Gortat,33,6,6,160,5.4,9.7,0.5579999999999999,0.0,0.0,,5.4,9.7,0.5579999999999999,0.9,1.6,0.5710000000000001,2.9,5.6,8.6,1.4,0.0,0.5,1.4,3.4,11.7
Otto Porter,24,5,5,158,4.6,9.3,0.488,1.1,2.7,0.41700000000000004,3.4,6.6,0.517,1.1,1.8,0.625,0.2,5.5,5.7,1.8,1.4,1.1,0.7,1.4,11.4
Kelly Oubre,22,6,1,148,4.4,11.7,0.375,1.0,4.6,0.21100000000000002,3.4,7.1,0.483,3.9,4.4,0.889,0.2,5.4,5.6,1.0,1.5,0.7,1.2,3.9,13.6
Mike Scott,29,6,0,126,7.4,11.7,0.634,2.0,3.1,0.636,5.4,8.6,0.633,1.7,1.7,1.0,1.7,4.3,6.0,1.1,0.6,0.3,1.4,2.9,18.6
Ty Lawson,30,5,0,96,3.4,9.7,0.34600000000000003,1.9,3.0,0.625,1.5,6.8,0.222,2.3,2.3,1.0,0.7,4.1,4.9,5.6,1.1,0.0,1.1,2.3,10.9
Tomáš Satoranský,26,6,0,60,1.2,7.8,0.154,0.0,1.8,0.0,1.2,6.0,0.2,1.8,2.4,0.75,3.0,2.4,5.4,1.8,0.0,0.0,1.8,2.4,4.2
Ian Mahinmi,31,6,0,52,6.9,9.7,0.7140000000000001,0.0,0.0,,6.9,9.7,0.7140000000000001,6.9,7.6,0.909,2.8,4.8,7.6,0.7,2.8,3.5,0.7,6.9,20.8
Tim Frazier,27,2,0,6,0.0,6.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,,0.0,6.0,6.0,18.0,6.0,0.0,0.0,12.0,0.0
Jason Smith,31,1,0,2,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
