NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
9,Tony Allen,SG,6-4,213,1982-01-11,US,7,"Butler County Community College, Oklahoma State"
10,Gilbert Arenas,PG,6-3,191,1982-01-06,US,10,Arizona
11,Mike Conley,PG,6-1,175,1987-10-11,US,4,Ohio State
44,Dante Cunningham,PF,6-8,230,1987-04-22,US,2,Villanova
18,Josh Davis,PF,6-8,235,1980-08-10,US,3,Wyoming
33,Marc Gasol,C,6-11,255,1985-01-29,ES,3,
22,Rudy Gay,SF,6-8,250,1986-08-17,US,5,UConn
15,Hamed Haddadi,C,7-2,254,1985-05-19,IR,3,
14,Lester Hudson,PG,6-3,190,1984-08-07,US,2,University of Tennessee at Martin
32,O.J. Mayo,SG,6-5,210,1987-11-05,US,3,USC
1,Jeremy Pargo,PG,6-2,219,1986-03-17,US,R,Gonzaga
20,Quincy Pondexter,SF,6-7,230,1988-03-10,US,1,Washington
50,Zach Randolph,PF,6-9,250,1981-07-16,US,10,Michigan State
2,Josh Selby,PG,6-2,183,1991-03-27,US,R,Kansas
3,Brian Skinner,C,6-9,255,1976-05-19,US,13,Baylor
5,Marreese Speights,PF,6-10,255,1987-08-04,US,3,Florida
4,Sam Young,SF,6-6,220,1985-06-01,US,2,Pitt
