NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
50,Solomon Alabi,C,7-1,251,1988-03-21,NG,1,Florida State
6,Alan Anderson,SF,6-6,220,1982-10-16,US,2,Michigan State
20,Leandro Barbosa,SG,6-3,194,1982-11-28,BR,8,
7,Andrea Bargnani,C,7-0,245,1985-10-26,IT,5,
5,Jerryd Bayless,PG,6-3,200,1988-08-20,US,3,Arizona
9,Rasual Butler,SF,6-7,215,1979-05-23,US,9,La Salle
8,José Calderón,PG,6-3,200,1981-09-28,ES,6,
25,Anthony Carter,PG,6-1,190,1975-06-16,US,12,Hawaii
32,Ed Davis,PF,6-9,218,1989-06-05,US,1,UNC
1,Justin Dentmon,PG,5-11,185,1985-09-05,US,R,Washington
10,DeMar DeRozan,SG,6-6,220,1989-08-07,US,2,USC
3,Gary Forbes,SG,6-7,220,1985-02-25,PA,1,"Virginia, UMass"
34,Aaron Gray,C,7-0,270,1984-12-07,US,4,Pitt
15,Amir Johnson,PF,6-9,240,1987-05-01,US,6,
2,James Johnson,SF,6-7,240,1987-02-20,US,2,Wake Forest
11,Linas Kleiza,SF,6-8,245,1985-01-03,LT,5,Missouri
21,Jamaal Magloire,C,6-11,259,1978-05-21,CA,11,Kentucky
18,Ben Uzoh,PG,6-3,205,1988-03-19,US,1,Tulsa
