Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,23,PHI,Philadelphia 76Ers,Julius Erving,30,16,,592,8.7,18.3,0.48,0.0,0.1,0.0,8.7,18.2,0.48,4.9,6.5,0.76,3.2,3.8,6.9,3.3,1.3,2.5,3.3,3.3,22.3,869
1981,23,PHI,Philadelphia 76Ers,Caldwell Jones,30,16,,580,3.4,5.9,0.57,0.0,0.0,,3.4,5.9,0.57,1.9,2.6,0.74,2.3,7.3,9.6,1.7,0.4,1.9,2.0,3.3,8.6,1528
1981,23,PHI,Philadelphia 76Ers,Maurice Cheeks,24,16,,513,4.8,8.8,0.54,0.0,0.2,0.0,4.8,8.6,0.56,2.2,2.9,0.76,0.3,3.3,3.6,8.1,2.8,0.8,2.5,3.9,11.8,522
1981,23,PHI,Philadelphia 76Ers,Lionel Hollins,27,16,,490,4.9,11.2,0.44,0.0,0.1,0.0,4.9,11.1,0.44,2.1,2.7,0.78,0.6,1.9,2.5,4.8,1.2,0.1,1.4,3.1,12.0,1312
1981,23,PHI,Philadelphia 76Ers,Bobby Jones,29,16,,443,6.6,13.0,0.51,0.0,0.0,,6.6,13.0,0.51,5.9,7.2,0.83,2.8,4.3,7.2,2.7,1.5,1.7,2.6,4.9,19.1,1527
1981,23,PHI,Philadelphia 76Ers,Darryl Dawkins,24,16,,421,7.4,13.1,0.56,0.0,0.0,,7.4,13.1,0.56,4.2,5.8,0.72,2.4,6.0,8.4,1.2,0.3,1.4,3.1,6.1,18.9,704
1981,23,PHI,Philadelphia 76Ers,Andrew Toney,23,16,,356,7.8,18.2,0.43,0.1,0.9,0.11,7.7,17.3,0.44,6.7,8.2,0.82,1.0,2.7,3.7,5.5,1.1,0.7,5.5,5.1,22.3,2893
1981,23,PHI,Philadelphia 76Ers,Steve Mix,33,16,,206,5.6,13.5,0.42,0.0,0.2,0.0,5.6,13.3,0.42,4.2,4.5,0.92,3.3,4.0,7.3,1.7,0.7,0.3,1.9,2.8,15.4,2017
1981,23,PHI,Philadelphia 76Ers,Clint Richardson,24,13,,181,4.0,7.6,0.53,0.0,0.0,,4.0,7.6,0.53,1.8,3.4,0.53,1.8,2.4,4.2,2.4,1.2,0.6,1.6,3.0,9.7,2438
1981,23,PHI,Philadelphia 76Ers,Earl Cureton,23,9,,36,6.0,18.0,0.33,0.0,0.0,,6.0,18.0,0.33,0.0,2.0,0.0,1.0,8.0,9.0,2.0,1.0,2.0,1.0,3.0,12.0,650
1981,23,PHI,Philadelphia 76Ers,Ollie Johnson,31,8,,22,4.9,16.4,0.3,0.0,1.6,0.0,4.9,14.7,0.33,0.0,0.0,,3.3,4.9,8.2,3.3,3.3,1.6,3.3,1.6,9.8,1507
