SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981,14,LAL,Kareem Abdul-Jabbar,33,3,,134,8.1,17.5,0.46,0.0,0.0,,8.1,17.5,0.46,5.4,7.5,0.71,3.5,9.9,13.4,3.2,0.8,2.1,3.0,3.8,21.5
1981,14,LAL,Norm Nixon,25,3,,133,6.8,13.3,0.51,0.0,0.0,,6.8,13.3,0.51,2.2,2.7,0.8,0.3,2.7,3.0,7.0,0.3,0.3,1.4,2.4,15.7
1981,14,LAL,Magic Johnson,21,3,,127,5.4,13.9,0.39,0.0,0.0,,5.4,13.9,0.39,3.7,5.7,0.65,2.3,9.4,11.6,6.0,2.3,0.9,3.1,4.0,14.5
1981,14,LAL,Jamaal Wilkes,27,3,,113,6.7,15.3,0.44,0.0,0.3,0.0,6.7,15.0,0.45,3.8,5.7,0.67,1.3,1.3,2.5,1.3,0.3,0.3,1.3,3.2,17.2
1981,14,LAL,Michael Cooper,24,3,,102,3.9,7.1,0.55,0.0,1.1,0.0,3.9,6.0,0.65,3.5,4.9,0.71,0.7,2.8,3.5,2.5,2.1,0.0,2.5,2.5,11.3
1981,14,LAL,Jim Chones,31,3,,67,5.4,9.1,0.59,0.0,0.0,,5.4,9.1,0.59,2.1,4.3,0.5,3.2,5.9,9.1,0.5,0.5,2.1,1.6,4.8,12.9
1981,14,LAL,Mark Landsberger,25,3,,32,2.3,7.9,0.29,0.0,0.0,,2.3,7.9,0.29,1.1,1.1,1.0,10.1,6.8,16.9,0.0,1.1,0.0,1.1,5.6,5.6
1981,14,LAL,Jim Brewer,29,3,,7,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,5.1,5.1,0.0,0.0,0.0,0.0,5.1,0.0
1981,14,LAL,Eddie Jordan,26,2,,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
1981,14,LAL,Brad Holland,24,1,,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0
