PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Dwight Howard,24,82,82,2843,9.4,15.3,0.612,0.0,0.1,0.0,9.4,15.2,0.617,8.9,15.0,0.5920000000000001,5.2,14.6,19.8,2.6,1.4,4.2,5.0,5.3,27.6,,113,95
Rashard Lewis,30,72,72,2369,7.7,17.7,0.435,3.7,9.3,0.397,4.0,8.4,0.47600000000000003,3.2,4.0,0.8059999999999999,1.4,5.6,7.0,2.4,1.7,0.6,2.4,4.0,22.3,,111,104
Vince Carter,33,75,74,2310,9.8,22.9,0.428,2.7,7.3,0.36700000000000005,7.1,15.6,0.456,5.8,6.9,0.84,0.7,5.9,6.6,5.3,1.2,0.4,2.4,4.3,28.1,,112,105
Matt Barnes,29,81,58,2097,6.7,13.9,0.48700000000000004,1.6,5.1,0.319,5.1,8.7,0.586,2.7,3.6,0.74,2.6,8.4,11.1,3.3,1.5,0.7,2.8,4.6,17.8,,111,103
Jameer Nelson,27,65,64,1860,8.9,19.8,0.449,2.4,6.3,0.381,6.5,13.5,0.48100000000000004,2.7,3.3,0.845,0.7,4.7,5.4,9.9,1.3,0.1,3.9,4.1,22.9,,110,106
J.J. Redick,25,82,9,1808,7.0,16.0,0.439,3.2,7.9,0.405,3.8,8.0,0.473,5.5,6.4,0.86,0.5,4.0,4.5,4.6,0.8,0.1,1.8,3.4,22.7,,123,108
Jason Williams,34,82,18,1703,5.8,13.0,0.444,2.6,6.8,0.38,3.2,6.3,0.512,0.9,1.3,0.7559999999999999,0.2,3.6,3.9,9.1,1.6,0.1,2.7,2.0,15.1,,115,106
Mickaël Piétrus,27,75,24,1687,7.2,16.7,0.43200000000000005,3.6,9.5,0.379,3.6,7.2,0.502,2.1,3.4,0.633,1.2,5.4,6.6,1.5,1.6,1.0,2.1,4.3,20.1,,106,104
Marcin Gortat,25,81,0,1088,5.8,10.9,0.5329999999999999,0.0,0.1,0.0,5.8,10.7,0.54,2.4,3.6,0.68,5.0,11.4,16.3,0.8,0.8,3.4,2.2,6.6,14.0,,113,99
Ryan Anderson,21,63,6,911,9.7,22.2,0.436,4.5,12.1,0.37,5.2,10.1,0.514,4.1,4.7,0.866,4.0,7.6,11.6,2.1,1.4,0.8,3.2,4.6,27.9,,112,103
Brandon Bass,24,50,3,648,9.6,18.8,0.511,0.0,0.0,,9.6,18.8,0.511,4.2,5.1,0.825,4.3,5.9,10.2,1.5,1.0,2.2,2.5,5.6,23.3,,112,104
Anthony Johnson,35,31,0,406,6.3,14.3,0.441,1.7,5.0,0.33299999999999996,4.6,9.2,0.5,2.4,2.6,0.95,1.0,5.1,6.2,8.1,1.4,0.1,3.3,4.1,16.7,,110,106
