Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2003,24.0,WAS,NBA,PG,42.0,3.0,15.4,2.5,6.5,0.384,0.6,2.0,0.298,1.9,4.5,0.422,0.43,0.9,1.1,0.804,0.3,1.4,1.7,1.0,0.6,0.1,1.0,1.3,6.4
2004,25.0,WAS,NBA,SG,71.0,16.0,20.8,3.5,9.0,0.388,0.8,2.8,0.298,2.6,6.2,0.428,0.434,1.6,2.0,0.799,0.4,1.7,2.1,1.9,1.2,0.1,1.5,1.6,9.4
2005,26.0,WAS,NBA,SG,63.0,4.0,16.7,3.0,7.1,0.416,0.8,2.3,0.327,2.2,4.8,0.46,0.47,1.4,1.5,0.897,0.5,1.4,1.9,1.8,0.7,0.1,1.1,1.6,8.0
2006,27.0,POR,NBA,SG,76.0,42.0,25.3,4.7,10.8,0.435,0.9,2.2,0.382,3.8,8.6,0.449,0.474,2.1,2.6,0.804,0.4,1.9,2.3,2.0,0.8,0.1,1.5,2.1,12.3
2007,28.0,TOT,NBA,SG,81.0,6.0,23.8,3.7,8.7,0.425,1.0,2.8,0.35,2.7,5.9,0.461,0.482,1.2,1.4,0.871,0.3,1.6,2.0,1.5,0.9,0.1,1.2,2.2,9.6
2007,28.0,POR,NBA,SG,55.0,1.0,22.6,3.4,8.1,0.426,0.9,2.6,0.364,2.5,5.5,0.455,0.484,1.1,1.3,0.833,0.3,1.3,1.5,1.5,0.9,0.1,1.4,2.0,8.9
2007,28.0,TOR,NBA,SG,26.0,5.0,26.3,4.2,10.0,0.425,1.0,3.2,0.325,3.2,6.8,0.472,0.477,1.6,1.7,0.932,0.4,2.4,2.8,1.6,1.0,0.1,0.9,2.5,11.1
2008,29.0,TOT,NBA,PG,53.0,0.0,12.6,2.0,4.9,0.411,0.6,1.4,0.417,1.4,3.5,0.409,0.469,0.4,0.5,0.808,0.3,1.1,1.4,1.8,0.4,0.0,1.0,1.2,5.0
2008,29.0,TOR,NBA,PG,36.0,0.0,11.8,1.6,4.4,0.369,0.5,1.1,0.436,1.2,3.4,0.347,0.422,0.5,0.5,0.947,0.3,1.1,1.3,1.8,0.6,0.1,1.0,1.1,4.3
2008,29.0,DET,NBA,PG,17.0,0.0,14.4,2.8,5.8,0.48,0.8,1.9,0.394,2.0,3.8,0.523,0.546,0.2,0.4,0.429,0.4,1.3,1.6,1.9,0.0,0.0,1.1,1.4,6.5
2009,30.0,WAS,NBA,PG,50.0,6.0,16.3,2.0,5.1,0.395,0.5,1.5,0.333,1.5,3.6,0.42,0.443,0.7,0.8,0.872,0.2,1.2,1.3,2.4,0.7,0.1,1.4,1.5,5.2
