Season,Age,Tm,League,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
2011,20.0,UTA,NBA,SF,72.0,17.0,1218.0,6.1,12.7,0.485,1.5,3.2,0.473,4.6,9.5,0.489,3.0,4.2,0.711,1.8,4.2,6.0,3.5,1.3,0.8,3.0,4.6,16.8,,106.0,113.0
2012,21.0,UTA,NBA,SF,66.0,58.0,2015.0,7.0,15.3,0.456,1.4,4.1,0.346,5.5,11.1,0.496,5.0,6.0,0.832,1.5,4.5,6.0,5.4,1.4,1.1,2.8,2.8,20.4,,113.0,109.0
2013,22.0,UTA,NBA,SF,72.0,27.0,2104.0,8.4,19.4,0.435,2.6,6.2,0.415,5.9,13.2,0.444,6.1,7.4,0.827,1.3,4.4,5.6,5.3,1.5,1.0,3.0,3.1,25.5,,113.0,110.0
2014,23.0,UTA,NBA,SF,77.0,77.0,2800.0,8.0,19.4,0.413,1.6,5.3,0.304,6.4,14.1,0.453,5.8,7.1,0.816,1.2,6.2,7.3,7.5,2.1,0.8,4.0,2.9,23.4,,104.0,111.0
2015,24.0,UTA,NBA,SF,76.0,76.0,2618.0,9.8,22.0,0.445,2.4,6.7,0.364,7.4,15.4,0.481,7.6,9.4,0.812,1.1,6.5,7.6,6.3,2.2,0.6,4.2,2.7,29.7,,111.0,105.0
2016,25.0,UTA,NBA,SF,80.0,80.0,2893.0,9.5,21.9,0.433,2.6,7.5,0.349,6.9,14.4,0.477,7.2,8.7,0.824,1.1,6.1,7.2,5.4,1.7,0.5,3.7,3.3,28.8,,110.0,105.0
2017,26.0,UTA,NBA,SF,73.0,73.0,2516.0,11.4,24.1,0.471,3.1,7.8,0.398,8.3,16.3,0.506,7.5,8.9,0.844,1.0,7.2,8.2,5.3,1.5,0.4,2.9,2.4,33.4,,118.0,106.0
2018,27.0,BOS,NBA,SF,1.0,1.0,5.0,10.0,20.0,0.5,0.0,10.0,0.0,10.0,10.0,1.0,0.0,0.0,,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,20.0,,99.0,107.0
2019,28.0,BOS,NBA,PF,72.0,18.0,1863.0,7.7,16.4,0.466,2.0,6.0,0.333,5.7,10.4,0.542,4.0,4.8,0.834,1.3,7.0,8.3,6.3,1.6,0.6,2.7,2.7,21.3,,114.0,109.0
2020,29.0,BOS,NBA,SF,52.0,52.0,1740.0,9.7,19.4,0.5,2.4,6.2,0.383,7.4,13.3,0.554,3.4,4.0,0.855,1.5,8.1,9.7,5.9,1.1,0.6,2.7,2.7,25.2,,118.0,109.0
2021,30.0,CHO,NBA,SF,12.0,12.0,410.0,11.4,23.2,0.49,3.0,7.4,0.413,8.3,15.8,0.526,5.2,5.6,0.917,0.9,6.2,7.2,5.3,1.8,0.6,2.9,3.0,31.0,,114.0,109.0
