NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
9,Chucky Atkins,PG,5-11,160,1974-08-14,US,5,South Florida
15,Tony Bobbitt,SG,6-4,190,1979-10-22,US,R,Cincinnati
5,Tierre Brown,PG,6-2,189,1979-06-03,US,3,McNeese State University
8,Kobe Bryant,SG,6-6,212,1978-08-23,US,8,
1,Caron Butler,SF,6-7,228,1980-03-13,US,2,UConn
43,Brian Cook,C,6-9,234,1980-12-04,US,1,Illinois
12,Vlade Divac,C,7-1,243,1968-02-03,RS,15,
3,Devean George,SF,6-8,220,1977-08-29,US,5,Augsburg College
55,Brian Grant,C,6-9,254,1972-03-05,US,10,Xavier
20,Jumaine Jones,SF,6-8,218,1979-02-10,US,5,Georgia
14,Stanislav Medvedenko,PF,6-10,250,1979-04-04,UA,4,
31,Chris Mihm,C,7-0,265,1979-07-16,US,4,Texas
7,Lamar Odom,PF,6-10,220,1979-11-06,US,5,Rhode Island
21,Kareem Rush,SG,6-6,215,1980-10-30,US,2,Missouri
18,Sasha Vujačić,SG,6-7,195,1984-03-08,SI,R,
4,Luke Walton,SF,6-8,235,1980-03-28,US,1,Arizona
