NUMBER,PLAYER,POS,HEIGHT,WEIGHT,BIRTH_DATE,NATIONALITY,EXPERIENCE,COLLEGE
35,Gary Alexander,PF,6-7,240,1969-11-01,US,R,South Florida
2,Keith Askins,SF,6-7,197,1967-12-15,US,3,Alabama
10,Manute Bol,C,7-7,200,1962-10-16,SS,8,University of Bridgeport
34,Willie Burton,SF,6-8,210,1968-05-26,US,3,Minnesota
12,Bimbo Coles,PG,6-1,180,1968-04-22,US,3,Virginia Tech
52,Matt Geiger,C,7-0,243,1969-09-10,US,1,"Auburn, Georgia Tech"
33,Alec Kessler,PF,6-11,230,1967-01-13,US,3,Georgia
43,Grant Long,PF,6-8,225,1966-03-12,US,5,Eastern Michigan
32,Harold Miner,SG,6-5,210,1971-05-05,US,1,USC
41,Glen Rice,SF,6-7,215,1967-05-28,US,4,Michigan
22,John Salley,PF,6-11,230,1964-05-16,US,7,Georgia Tech
4,Rony Seikaly,C,6-11,230,1965-05-10,LB,5,Syracuse
20,Brian Shaw,SG,6-6,190,1966-03-22,US,4,"Saint Mary's, UC Santa Barbara"
3,Steve Smith,SG,6-7,200,1969-03-31,US,2,Michigan State
21,Morlon Wiley,PG,6-4,185,1966-09-24,US,5,Cal State Long Beach
