Season,Age,Tm,League,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
2004,23.0,NOH,NBA,PF,71.0,930.0,15.9,0.519,0.009,0.351,14.0,22.6,18.2,11.1,1.6,2.3,15.4,15.3,,1.4,1.3,2.8,0.143,,-0.8,0.3,-0.5,0.4
2005,24.0,NOH,NBA,SF,30.0,552.0,11.1,0.479,0.029,0.291,8.2,19.9,13.8,7.6,1.2,2.3,16.0,19.4,,-0.3,0.6,0.2,0.022,,-3.3,0.1,-3.2,-0.2
2006,25.0,NOK,NBA,PF,74.0,2526.0,19.7,0.554,0.011,0.228,7.7,18.4,12.9,7.2,1.3,2.1,8.4,23.0,,4.8,2.6,7.4,0.141,,1.8,-0.3,1.4,2.2
2007,26.0,NOK,NBA,PF,52.0,1900.0,18.9,0.532,0.032,0.287,7.5,18.5,12.9,10.9,1.2,1.6,9.9,23.8,,3.1,2.0,5.2,0.131,,1.2,-0.3,0.9,1.4
2008,27.0,NOH,NBA,PF,76.0,2870.0,19.9,0.535,0.019,0.27,7.2,20.6,13.7,10.6,1.2,2.7,10.2,26.3,,4.3,4.0,8.4,0.14,,1.3,0.2,1.5,2.6
2009,28.0,NOH,NBA,PF,76.0,2982.0,18.9,0.54,0.019,0.321,6.5,19.7,13.1,10.9,0.9,1.9,10.0,26.5,,4.2,3.5,7.8,0.125,,1.3,-0.6,0.6,2.0
2010,29.0,NOH,NBA,PF,81.0,2949.0,18.9,0.56,0.022,0.279,6.4,17.9,12.0,13.7,1.3,1.5,11.2,24.0,,5.2,2.3,7.5,0.122,,1.2,-0.3,0.8,2.1
2011,30.0,NOH,NBA,PF,70.0,2451.0,20.4,0.558,0.009,0.314,7.6,18.7,13.1,12.7,1.5,2.1,10.7,25.8,,4.4,3.4,7.8,0.152,,2.2,0.6,2.8,3.0
2012,31.0,IND,NBA,PF,66.0,1925.0,17.8,0.531,0.013,0.246,6.9,18.3,12.6,13.1,1.4,1.9,10.5,20.9,,3.4,2.5,5.9,0.147,,1.4,0.4,1.8,1.8
2013,32.0,IND,NBA,PF,73.0,2435.0,20.1,0.545,0.019,0.312,6.8,18.8,12.9,16.8,1.6,2.1,12.0,24.4,,4.4,4.7,9.1,0.179,,2.4,1.5,4.0,3.7
2014,33.0,IND,NBA,PF,80.0,2472.0,17.5,0.533,0.016,0.267,5.7,18.3,12.3,16.1,1.3,2.3,11.2,21.9,,3.1,5.0,8.1,0.157,,0.8,1.8,2.6,2.9
2015,34.0,IND,NBA,PF,66.0,1895.0,16.0,0.508,0.029,0.235,6.4,19.7,13.1,20.1,1.3,2.0,13.7,21.0,,1.4,2.8,4.3,0.108,,0.3,1.3,1.6,1.7
2016,35.0,SAS,NBA,PF,78.0,1404.0,17.6,0.573,0.016,0.179,6.0,18.6,12.5,15.4,1.6,3.0,12.3,18.0,,2.4,2.9,5.4,0.184,,0.3,2.6,2.9,1.7
2017,36.0,GSW,NBA,C,68.0,854.0,16.6,0.571,0.032,0.222,6.5,18.8,13.0,24.1,2.4,4.4,22.0,17.9,,0.9,1.7,2.6,0.148,,-0.7,3.5,2.8,1.0
2018,37.0,GSW,NBA,C,73.0,999.0,20.9,0.6,0.021,0.209,7.7,18.2,13.3,20.5,2.3,5.9,16.2,21.7,,1.8,1.7,3.5,0.168,,0.7,2.5,3.1,1.3
