Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1987,14,LAL,Los Angeles Lakers,James Worthy,25,18,18,37.8,9.8,16.6,0.59,0.0,0.1,0.0,9.8,16.4,0.6,0.59,4.1,5.4,0.75,1.7,3.9,5.6,3.5,1.6,1.2,2.2,2.3,23.6,3233
1987,14,LAL,Los Angeles Lakers,Magic Johnson,27,18,18,37.0,8.1,15.1,0.54,0.1,0.6,0.2,8.0,14.5,0.55,0.54,5.4,6.6,0.83,1.6,6.2,7.7,12.2,1.7,0.4,2.8,2.1,21.8,1503
1987,14,LAL,Los Angeles Lakers,Byron Scott,25,18,18,33.8,5.7,11.7,0.49,0.4,1.9,0.21,5.3,9.8,0.55,0.51,2.9,3.7,0.79,1.1,2.3,3.4,3.2,1.1,0.2,1.4,2.9,14.8,2581
1987,14,LAL,Los Angeles Lakers,Kareem Abdul-Jabbar,39,18,18,31.1,6.9,13.0,0.53,0.0,0.1,0.0,6.9,12.9,0.53,0.53,5.4,6.8,0.8,2.2,4.7,6.8,2.0,0.4,1.9,2.2,3.1,19.2,2
1987,14,LAL,Los Angeles Lakers,Michael Cooper,30,18,0,29.0,4.3,8.8,0.48,1.9,3.9,0.49,2.4,4.9,0.48,0.59,2.6,3.0,0.85,0.4,2.8,3.3,5.0,1.4,0.8,2.1,2.6,13.0,603
1987,14,LAL,Los Angeles Lakers,A.C. Green,23,18,18,28.1,3.9,7.2,0.55,0.0,0.0,,3.9,7.2,0.55,0.55,3.6,4.8,0.75,3.0,4.9,7.9,0.6,0.5,0.4,0.9,2.6,11.5,1098
1987,14,LAL,Los Angeles Lakers,Mychal Thompson,32,18,0,22.3,3.4,7.6,0.45,0.0,0.0,,3.4,7.6,0.45,0.45,1.9,2.8,0.68,1.6,3.3,4.9,0.5,0.4,0.9,0.9,2.8,8.8,2872
1987,14,LAL,Los Angeles Lakers,Kurt Rambis,28,17,0,12.6,1.4,2.4,0.58,0.0,0.0,,1.4,2.4,0.58,0.58,1.8,2.0,0.91,0.9,3.0,3.9,0.5,0.5,0.2,0.8,2.5,4.6,2387
1987,14,LAL,Los Angeles Lakers,Billy Thompson,23,3,0,9.0,2.0,3.7,0.55,0.0,0.0,,2.0,3.7,0.55,0.55,0.7,0.7,1.0,1.0,1.0,2.0,0.7,1.3,0.0,0.0,0.7,4.7,2862
1987,14,LAL,Los Angeles Lakers,Wes Matthews,27,12,0,5.1,0.9,1.9,0.48,0.0,0.1,0.0,0.9,1.8,0.5,0.48,0.5,0.6,0.86,0.0,0.3,0.3,0.8,0.1,0.0,1.1,0.8,2.3,1873
1987,14,LAL,Los Angeles Lakers,Adrian Branch,23,11,0,3.8,0.4,1.9,0.19,0.0,0.1,0.0,0.4,1.8,0.2,0.19,0.5,1.1,0.5,0.3,0.6,0.9,0.5,0.2,0.0,0.5,0.9,1.3,332
1987,14,LAL,Los Angeles Lakers,Mike Smrek,24,10,0,3.3,0.2,1.0,0.2,0.0,0.0,,0.2,1.0,0.2,0.2,0.4,0.6,0.67,0.3,0.4,0.7,0.0,0.0,0.6,0.1,1.5,0.8,2711
