SEASON,TEAM ID,TEAM,PLAYER,Age,G,GS,MP,FG,FGA,FG.1,3P,3PA,3P.1,2P,2PA,2P.1,eFG,FT,FTA,FT.1,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS/G
1987,11,HOU,Rodney McCray,25,10,10,43.6,5.7,10.1,0.56,0.0,0.2,0.0,5.7,9.9,0.58,0.56,4.3,5.4,0.8,3.2,5.1,8.3,5.6,0.5,0.9,2.6,2.1,15.7
1987,11,HOU,Robert Reid,31,10,10,43.1,5.6,15.5,0.36,0.2,1.7,0.12,5.4,13.8,0.39,0.37,1.5,2.3,0.65,0.6,3.0,3.6,4.8,1.0,0.3,2.7,3.6,12.9
1987,11,HOU,Hakeem Olajuwon,24,10,10,38.9,11.0,17.9,0.62,0.0,0.1,0.0,11.0,17.8,0.62,0.62,7.2,9.7,0.74,3.9,7.4,11.3,2.5,1.3,4.3,3.6,4.4,29.2
1987,11,HOU,Allen Leavell,29,10,10,38.4,4.4,10.7,0.41,0.4,1.6,0.25,4.0,9.1,0.44,0.43,4.9,6.0,0.82,0.6,1.9,2.5,7.2,1.9,0.3,2.8,4.2,14.1
1987,11,HOU,Ralph Sampson,26,10,10,33.0,7.5,14.6,0.51,0.1,0.2,0.5,7.4,14.4,0.51,0.52,3.5,4.3,0.81,2.7,6.1,8.8,2.1,0.2,1.2,3.1,4.7,18.6
1987,11,HOU,Jim Petersen,24,10,0,18.7,2.8,5.1,0.55,0.0,0.0,,2.8,5.1,0.55,0.55,1.2,1.8,0.67,1.4,3.2,4.6,0.6,0.5,0.2,1.0,2.6,6.8
1987,11,HOU,Cedric Maxwell,31,10,0,17.7,1.8,3.4,0.53,0.0,0.1,0.0,1.8,3.3,0.55,0.53,2.6,3.5,0.74,1.1,2.2,3.3,1.7,0.4,0.0,0.8,1.7,6.2
1987,11,HOU,Steve Harris,23,9,0,10.1,1.8,4.8,0.37,0.0,0.1,0.0,1.8,4.7,0.38,0.37,0.6,0.7,0.83,0.3,0.4,0.8,0.6,0.3,0.0,0.3,1.7,4.1
1987,11,HOU,Dirk Minniefield,26,8,0,3.4,0.5,1.0,0.5,0.0,0.1,0.0,0.5,0.9,0.57,0.5,0.8,0.8,1.0,0.3,0.0,0.3,0.3,0.1,0.0,0.5,1.0,1.8
1987,11,HOU,Buck Johnson,23,5,0,2.0,0.4,1.2,0.33,0.0,0.0,,0.4,1.2,0.33,0.33,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.8
1987,11,HOU,Dave Feitl,24,6,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.3,0.3,1.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.3
1987,11,HOU,Richard Anderson,26,5,0,1.0,0.2,0.6,0.33,0.2,0.4,0.5,0.0,0.2,0.0,0.5,0.4,0.4,1.0,0.2,0.0,0.2,0.0,0.0,0.0,0.2,0.2,1.0
