Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990,7,DAL,Dallas Mavericks,Roy Tarpley,25,3,3,129,22,46,0.48,0,1,0.0,22,45,0.49,0.48,6,12,0.5,9,37,46,1,7,10,9,12,50,2803
1990,7,DAL,Dallas Mavericks,Rolando Blackman,30,3,3,127,24,54,0.44,2,5,0.4,22,49,0.45,0.46,10,10,1.0,2,7,9,13,6,2,13,7,60,254
1990,7,DAL,Dallas Mavericks,Derek Harper,28,3,3,119,21,48,0.44,5,16,0.31,16,32,0.5,0.49,11,16,0.69,2,6,8,23,4,0,12,13,58,1187
1990,7,DAL,Dallas Mavericks,Sam Perkins,28,3,3,118,16,36,0.44,0,1,0.0,16,35,0.46,0.44,13,17,0.76,10,12,22,8,3,2,7,17,45,2284
1990,7,DAL,Dallas Mavericks,Herb Williams,31,3,0,81,14,23,0.61,0,0,,14,23,0.61,0.61,13,16,0.81,4,9,13,5,1,2,3,16,41,3142
1990,7,DAL,Dallas Mavericks,James Donaldson,32,3,3,74,9,13,0.69,0,0,,9,13,0.69,0.69,4,5,0.8,6,10,16,2,2,0,4,8,22,756
1990,7,DAL,Dallas Mavericks,Steve Alford,25,3,0,42,8,18,0.44,2,6,0.33,6,12,0.5,0.5,5,5,1.0,1,2,3,8,1,0,3,4,23,45
1990,7,DAL,Dallas Mavericks,Bill Wennington,26,3,0,25,1,5,0.2,0,0,,1,5,0.2,0.2,0,0,,0,3,3,1,0,1,2,5,2,3067
1990,7,DAL,Dallas Mavericks,Anthony Jones,27,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,1523
1990,7,DAL,Dallas Mavericks,Randy White,22,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,3092
