PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Dwight Howard,25,6,6,258,11.0,17.4,0.63,0.0,0.2,0.0,11.0,17.2,0.638,12.9,18.9,0.682,5.8,14.2,20.0,0.6,0.9,2.4,7.1,5.4,34.8,,113,96
Jameer Nelson,28,6,6,216,8.0,21.0,0.37799999999999995,1.5,6.7,0.231,6.4,14.4,0.446,2.8,3.6,0.7859999999999999,1.8,4.6,6.4,7.7,3.1,0.0,2.1,3.6,20.3,,104,100
Hedo Türkoğlu,31,6,6,209,5.3,18.0,0.294,1.9,8.0,0.233,3.4,10.1,0.342,2.1,3.7,0.5710000000000001,0.3,4.8,5.0,5.8,2.1,0.3,1.9,4.8,14.6,,87,101
Jason Richardson,30,5,5,153,6.2,18.5,0.33299999999999996,2.9,9.1,0.32,3.3,9.4,0.34600000000000003,2.9,2.9,1.0,1.8,5.4,7.2,2.2,1.1,0.7,1.1,5.8,18.1,,104,103
Ryan Anderson,22,6,0,147,3.0,11.3,0.267,2.3,7.5,0.3,0.8,3.8,0.2,2.3,2.3,1.0,3.8,6.4,10.2,1.1,1.9,0.4,0.4,6.0,10.6,,109,101
Brandon Bass,25,6,6,139,6.4,15.2,0.42100000000000004,0.0,0.0,,6.4,15.2,0.42100000000000004,4.8,5.2,0.9229999999999999,4.8,5.2,10.0,0.8,1.2,2.0,2.8,2.8,17.5,,103,101
J.J. Redick,26,6,0,120,6.9,19.4,0.35700000000000004,0.5,6.9,0.067,6.5,12.5,0.519,4.2,5.5,0.75,0.0,5.1,5.1,2.8,0.5,0.5,3.2,3.7,18.5,,85,104
Quentin Richardson,30,6,1,98,4.5,8.5,0.5329999999999999,2.8,5.7,0.5,1.7,2.8,0.6,1.1,1.1,1.0,1.7,6.8,8.5,1.1,0.6,0.6,1.1,5.1,13.0,,137,103
Gilbert Arenas,29,5,0,81,12.3,28.7,0.429,2.1,8.2,0.25,10.3,20.5,0.5,2.7,4.1,0.667,2.7,6.8,9.6,8.2,0.7,0.7,4.1,9.6,29.4,,102,102
Malik Allen,32,1,0,7,0.0,7.9,0.0,0.0,0.0,,0.0,7.9,0.0,7.9,15.8,0.5,0.0,7.9,7.9,0.0,0.0,0.0,0.0,15.8,7.9,,64,103
Earl Clark,23,1,0,6,9.2,27.7,0.33299999999999996,0.0,0.0,,9.2,27.7,0.33299999999999996,0.0,0.0,,18.5,18.5,36.9,9.2,9.2,9.2,0.0,0.0,18.5,,112,68
Chris Duhon,28,1,0,4,13.9,27.7,0.5,13.9,27.7,0.5,0.0,0.0,,27.7,27.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.3,,183,109
