Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007.0,10.0,953,GSW,Golden State Warriors,Adonal Foyle,31.0,3.0,0.0,6.0,6.0,6.0,1.0,0.0,0.0,,6.0,6.0,1.0,0.0,0.0,,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0
2007.0,10.0,1196,GSW,Golden State Warriors,Al Harrington,26.0,11.0,5.0,262.0,5.4,13.5,0.4,2.1,5.2,0.4,3.3,8.2,0.4,2.6,4.1,0.63,2.3,4.7,7.0,0.8,0.7,1.0,1.4,5.5,15.4
2007.0,10.0,241,GSW,Golden State Warriors,Andris Biedrins,20.0,11.0,8.0,267.0,3.6,5.0,0.73,0.0,0.0,,3.6,5.0,0.73,2.2,4.0,0.53,2.6,6.7,9.3,0.7,1.1,2.3,1.2,3.9,9.4
,,2457,,,Anthony Roberson,,,,,,,,,,,,,,,,,,,,,,,,,
2007.0,10.0,678,GSW,Golden State Warriors,Baron Davis,27.0,11.0,11.0,445.0,7.9,15.5,0.51,2.0,5.4,0.37,5.9,10.0,0.59,4.6,6.0,0.77,0.9,3.2,4.0,5.8,2.6,0.6,2.6,3.7,22.5
,,2992,,,Dajuan Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
,,751,,,Ike Diogu,,,,,,,,,,,,,,,,,,,,,,,,,
2007.0,10.0,2439,GSW,Golden State Warriors,Jason Richardson,26.0,11.0,11.0,428.0,6.8,14.3,0.48,2.4,6.9,0.35,4.4,7.4,0.59,1.6,2.3,0.7,2.0,4.2,6.2,1.9,1.2,0.4,2.0,3.2,17.7
2007.0,10.0,2349,GSW,Golden State Warriors,Josh Powell,24.0,4.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,6.0,12.0,0.5,6.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,6.0
,,1949,,,Keith McLeod,,,,,,,,,,,,,,,,,,,,,,,,,
2007.0,10.0,130,GSW,Golden State Warriors,Kelenna Azubuike,23.0,6.0,0.0,15.0,2.4,7.2,0.33,0.0,2.4,0.0,2.4,4.8,0.5,4.8,4.8,1.0,2.4,7.2,9.6,0.0,2.4,0.0,0.0,2.4,9.6
2007.0,10.0,169,GSW,Golden State Warriors,Matt Barnes,26.0,11.0,3.0,330.0,4.9,10.9,0.45,2.1,4.9,0.42,2.8,6.0,0.47,1.4,2.0,0.72,2.8,4.0,6.9,2.8,1.7,0.4,2.2,4.8,13.3
2007.0,10.0,2307,GSW,Golden State Warriors,Mickael Pietrus,24.0,11.0,0.0,209.0,2.9,8.4,0.35,1.2,4.7,0.26,1.7,3.8,0.46,4.3,6.2,0.69,2.2,5.0,7.2,1.0,0.9,1.6,1.2,5.5,11.4
,,802,,,Mike Dunleavy,,,,,,,,,,,,,,,,,,,,,,,,,
2007.0,10.0,853,GSW,Golden State Warriors,Monta Ellis,21.0,11.0,6.0,238.0,4.8,12.4,0.39,0.2,1.4,0.11,4.7,11.0,0.42,3.5,4.2,0.82,1.2,2.6,3.8,1.5,1.5,0.3,3.0,3.5,13.3
,,2174,,,Patrick O'Bryant,,,,,,,,,,,,,,,,,,,,,,,,,
,,1818,,,Renaldo Major,,,,,,,,,,,,,,,,,,,,,,,,,
2007.0,10.0,1435,GSW,Golden State Warriors,Sarunas Jasikevicius,30.0,4.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,,0.0,6.0,0.0,6.0,12.0,0.5,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,6.0
2007.0,10.0,1417,GSW,Golden State Warriors,Stephen Jackson,28.0,11.0,11.0,454.0,4.8,12.8,0.38,2.1,5.7,0.36,2.8,7.1,0.39,5.6,6.9,0.82,0.5,2.7,3.2,3.2,1.7,0.6,3.3,3.1,17.4
,,2087,,,Troy Murphy,,,,,,,,,,,,,,,,,,,,,,,,,
