Season,Team ID,Team ABV,Team,Number,Player,Pos,Height,Weight,Birth Date,Nationality,Experience,College
2011,20,NYK,New York Knicks,7,Carmelo Anthony,SF,6-8,238,1984-05-29,US,7,Syracuse
2011,20,NYK,New York Knicks,32,Renaldo Balkman,SF,6-8,208,1984-07-14,US,4,South Carolina
2011,20,NYK,New York Knicks,4,Chauncey Billups,PG,6-3,202,1976-09-25,US,13,Colorado
2011,20,NYK,New York Knicks,8,Derrick Brown,SF,6-7,225,1987-09-08,US,1,Xavier
2011,20,NYK,New York Knicks,25,Anthony Carter,PG,6-1,190,1975-06-16,US,11,Hawaii
2011,20,NYK,New York Knicks,21,Wilson Chandler,SF,6-8,235,1987-05-10,US,3,DePaul
2011,20,NYK,New York Knicks,23,Toney Douglas,SG,6-2,195,1986-03-16,US,1,"Auburn, Florida State"
2011,20,NYK,New York Knicks,2,Raymond Felton,PG,6-1,205,1984-06-26,US,5,UNC
2011,20,NYK,New York Knicks,6,Landry Fields,SG,6-7,210,1988-06-27,US,R,Stanford
2011,20,NYK,New York Knicks,8,Danilo Gallinari,PF,6-10,233,1988-08-08,IT,2,
2011,20,NYK,New York Knicks,9,Jared Jeffries,PF,6-11,230,1981-11-25,US,8,Indiana
2011,20,NYK,New York Knicks,18,Roger Mason,SG,6-5,200,1980-09-10,US,6,Virginia
2011,20,NYK,New York Knicks,25,Timofey Mozgov,C,7-1,275,1986-07-16,RU,R,
2011,20,NYK,New York Knicks,4,Anthony Randolph,PF,6-10,205,1989-07-15,DE,2,LSU
2011,20,NYK,New York Knicks,11,Andy Rautins,SG,6-4,190,1986-11-02,US,R,Syracuse
2011,20,NYK,New York Knicks,1,Amar'e Stoudemire,C,6-10,245,1982-11-16,US,8,
2011,20,NYK,New York Knicks,14,Ronny Turiaf,C,6-10,249,1983-01-13,MQ,5,Gonzaga
2011,20,NYK,New York Knicks,5,Henry Walker,SG,6-6,220,1987-10-09,US,2,Kansas State
2011,20,NYK,New York Knicks,3,Shawne Williams,PF,6-9,225,1986-02-16,US,3,Memphis
2011,20,NYK,New York Knicks,13,Shelden Williams,PF,6-9,250,1983-10-21,US,4,Duke
