Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1983,23,PHI,Philadelphia 76Ers,Moses Malone,27.0,78,78.0,2922,654,1305,0.5,0,1,0.0,654,1304,0.5,0.5,600,788,0.76,445,749,1194,101,89,157,264,206,1908,1823
1983,23,PHI,Philadelphia 76Ers,Andrew Toney,25.0,81,81.0,2474,626,1250,0.5,22,76,0.29,604,1174,0.51,0.51,324,411,0.79,42,183,225,365,80,17,271,255,1598,2893
1983,23,PHI,Philadelphia 76Ers,Maurice Cheeks,26.0,79,79.0,2465,404,745,0.54,1,6,0.17,403,739,0.55,0.54,181,240,0.75,53,156,209,543,184,31,179,182,990,522
1983,23,PHI,Philadelphia 76Ers,Julius Erving,32.0,72,72.0,2421,605,1170,0.52,2,7,0.29,603,1163,0.52,0.52,330,435,0.76,173,318,491,263,112,131,196,202,1542,869
1983,23,PHI,Philadelphia 76Ers,Clint Richardson,26.0,77,1.0,1755,259,559,0.46,0,6,0.0,259,553,0.47,0.46,71,111,0.64,98,149,247,168,71,18,99,164,589,2438
1983,23,PHI,Philadelphia 76Ers,Bobby Jones,31.0,74,0.0,1749,250,460,0.54,0,1,0.0,250,459,0.55,0.54,165,208,0.79,102,242,344,142,85,91,109,199,665,1527
1983,23,PHI,Philadelphia 76Ers,Marc Iavaroni,26.0,80,77.0,1612,163,353,0.46,0,2,0.0,163,351,0.46,0.46,78,113,0.69,117,212,329,83,32,44,133,238,404,1374
1983,23,PHI,Philadelphia 76Ers,Franklin Edwards,23.0,81,3.0,1266,228,483,0.47,0,8,0.0,228,475,0.48,0.47,86,113,0.76,23,62,85,221,81,6,110,119,542,831
1983,23,PHI,Philadelphia 76Ers,Earl Cureton,25.0,73,3.0,987,108,258,0.42,0,0,,108,258,0.42,0.42,33,67,0.49,84,185,269,43,37,24,76,144,249,650
1983,23,PHI,Philadelphia 76Ers,Russ Schoene,22.0,46,2.0,702,106,207,0.51,0,1,0.0,106,206,0.52,0.51,21,28,0.75,52,102,154,32,13,9,46,118,233,2573
1983,23,PHI,Philadelphia 76Ers,Clemon Johnson,26.0,32,4.0,698,91,182,0.5,0,0,,91,182,0.5,0.5,34,58,0.59,75,130,205,24,16,29,36,84,216,1476
1983,23,PHI,Philadelphia 76Ers,Reggie Johnson,25.0,29,8.0,549,69,154,0.45,0,0,,69,154,0.45,0.45,22,30,0.73,32,58,90,23,8,17,35,82,160,1510
1983,23,PHI,Philadelphia 76Ers,Mark McNamara,23.0,36,2.0,182,29,64,0.45,0,0,,29,64,0.45,0.45,20,45,0.44,34,42,76,7,3,3,36,42,78,1953
1983,23,PHI,Philadelphia 76Ers,J.J. Anderson,22.0,13,0.0,48,8,22,0.36,0,1,0.0,8,21,0.38,0.36,1,3,0.33,4,8,12,1,1,0,5,6,17,74
