PLAYER,Age,G,MP,PER,TS,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP
Sidney Moncrief,27,8,319,19.9,0.6970000000000001,0.10099999999999999,0.758,3.9,8.6,6.3,18.5,0.8,0.7,13.2,19.7,,1.3,0.1,1.4,0.217,,5.4,0.6,5.9,0.6
Terry Cummings,23,8,311,22.6,0.63,0.006999999999999999,0.389,8.4,18.0,13.4,11.2,1.9,1.3,13.0,26.7,,0.9,0.3,1.2,0.188,,4.5,1.1,5.7,0.6
Paul Pressey,26,8,296,16.6,0.583,0.034,0.43200000000000005,6.3,12.7,9.6,29.6,2.9,1.0,23.4,19.1,,0.3,0.3,0.6,0.102,,2.5,2.3,4.8,0.5
Craig Hodges,24,8,216,5.0,0.40399999999999997,0.299,0.065,1.1,5.8,3.6,16.7,2.7,0.3,18.5,18.6,,-0.4,0.2,-0.3,-0.055999999999999994,,-4.6,-0.3,-4.9,-0.2
Alton Lister,26,8,203,12.3,0.466,0.0,0.5329999999999999,16.5,19.7,18.2,10.3,1.4,4.3,17.8,18.3,,-0.1,0.3,0.2,0.044000000000000004,,-1.7,1.2,-0.5,0.1
Ricky Pierce,25,8,198,7.5,0.513,0.027000000000000003,0.12300000000000001,5.0,5.8,5.4,11.4,0.7,0.3,18.1,19.6,,-0.1,0.1,-0.1,-0.013000000000000001,,-2.6,-2.1,-4.7,-0.1
Paul Mokeski,28,8,154,7.9,0.5329999999999999,0.0,0.33299999999999996,6.4,19.3,13.1,10.5,0.6,1.5,22.5,14.3,,0.0,0.1,0.1,0.039,,-3.1,1.3,-1.8,0.0
Randy Breuer,24,8,104,11.9,0.624,0.0,0.8079999999999999,10.7,16.5,13.7,0.0,0.9,1.1,18.5,17.2,,0.1,0.1,0.2,0.084,,-1.2,-1.1,-2.2,0.0
Charles Davis,26,5,51,8.9,0.43700000000000006,0.1,0.2,14.6,9.0,11.7,11.3,0.0,0.0,15.5,20.9,,0.0,0.0,0.0,-0.025,,-0.4,-3.5,-3.9,0.0
Paul Thompson,23,3,34,10.7,0.45799999999999996,0.16699999999999998,0.41700000000000004,3.6,13.4,8.7,8.4,5.7,1.7,22.0,22.1,,-0.1,0.1,0.0,-0.027000000000000003,,-2.1,3.4,1.2,0.0
Kevin Grevey,31,5,28,10.2,0.40700000000000003,0.0,0.308,4.4,4.1,4.2,10.1,3.4,0.0,0.0,21.8,,0.0,0.0,0.0,0.069,,-3.5,0.6,-2.9,0.0
Chris Engler,25,1,6,12.0,1.0,0.0,0.0,0.0,38.1,19.8,0.0,0.0,0.0,0.0,6.9,,0.0,0.0,0.0,0.19399999999999998,,-2.4,1.6,-0.8,0.0
