Season,Team ID,Player ID,Team ABV,Team,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Ortg,Drtg
1995,11,HOU,Houston Rockets,Hakeem Olajuwon,32,22,22,929,17.2,32.3,0.53,0.1,0.2,0.5,17.1,32.1,0.53,6.2,9.2,0.68,2.5,10.3,12.7,5.5,1.5,3.5,3.9,5.3,40.7,110,108,2198
1995,11,HOU,Houston Rockets,Clyde Drexler,32,22,22,849,9.5,19.8,0.48,1.8,6.1,0.3,7.7,13.7,0.56,6.8,8.6,0.79,2.8,6.7,9.5,6.8,2.0,0.9,2.8,4.2,27.6,120,112,786
1995,11,HOU,Houston Rockets,Robert Horry,24,22,22,841,5.8,13.0,0.44,2.7,6.8,0.4,3.0,6.1,0.5,3.6,4.8,0.74,2.5,7.1,9.6,4.7,2.0,1.6,1.6,4.3,17.9,123,111,1329
1995,11,HOU,Houston Rockets,Kenny Smith,29,22,22,652,6.2,14.2,0.44,3.7,8.3,0.44,2.6,5.9,0.43,2.9,3.2,0.9,0.6,3.4,3.9,7.9,1.1,0.2,2.5,3.7,19.0,120,116,2688
1995,11,HOU,Houston Rockets,Mario Elie,31,22,6,635,5.7,11.3,0.5,2.3,5.3,0.43,3.4,5.9,0.57,2.9,3.6,0.8,1.6,3.5,5.1,4.4,1.7,0.1,1.7,4.5,16.5,125,115,842
1995,11,HOU,Houston Rockets,Sam Cassell,25,22,0,485,8.0,18.2,0.44,2.6,6.5,0.4,5.4,11.7,0.46,7.6,9.1,0.84,0.9,3.7,4.5,9.6,2.3,0.2,3.5,7.1,26.1,118,114,497
1995,11,HOU,Houston Rockets,Chucky Brown,26,21,1,326,5.4,12.2,0.45,0.2,0.3,0.5,5.3,11.8,0.45,4.0,5.9,0.68,3.2,7.2,10.4,1.1,1.4,0.3,1.9,7.4,15.0,104,113,372
1995,11,HOU,Houston Rockets,Pete Chilcutt,26,20,15,323,5.0,10.3,0.48,2.3,5.8,0.39,2.7,4.5,0.61,2.3,2.7,0.82,2.4,6.9,9.4,2.9,1.1,0.6,1.8,6.3,14.5,122,113,526
1995,11,HOU,Houston Rockets,Charles Jones,37,19,0,237,1.1,2.9,0.38,0.0,0.2,0.0,1.1,2.6,0.42,0.9,2.6,0.33,2.6,7.0,9.7,0.0,0.9,2.2,1.1,12.1,3.1,88,112,1531
1995,11,HOU,Houston Rockets,Zan Tabak,24,8,0,31,3.4,8.4,0.4,0.0,0.0,,3.4,8.4,0.4,3.4,3.4,1.0,1.7,0.0,1.7,1.7,1.7,5.0,3.4,8.4,10.1,89,113,2799
1995,11,HOU,Houston Rockets,Vernon Maxwell,29,1,0,16,3.3,22.8,0.14,0.0,6.5,0.0,3.3,16.3,0.2,3.3,3.3,1.0,0.0,9.8,9.8,3.3,0.0,0.0,3.3,3.3,9.8,47,115,1879
1995,11,HOU,Houston Rockets,Carl Herrera,28,1,0,6,8.7,8.7,1.0,0.0,0.0,,8.7,8.7,1.0,0.0,0.0,,0.0,0.0,0.0,8.7,0.0,0.0,0.0,0.0,17.4,206,122,1269
