PLAYER,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,ORtg,DRtg
Bryon Russell,30,5,5,214,6.5,14.5,0.446,2.6,5.7,0.455,3.9,8.8,0.441,2.9,3.1,0.917,1.0,8.3,9.4,3.9,0.8,0.3,0.5,3.4,18.4,,126,110
Karl Malone,37,5,5,199,13.7,33.8,0.405,0.3,0.6,0.5,13.4,33.2,0.40299999999999997,10.9,13.7,0.7959999999999999,2.5,9.8,12.3,4.7,1.4,1.1,5.3,3.6,38.6,,97,106
John Stockton,38,5,5,186,5.1,11.1,0.45899999999999996,0.0,2.4,0.0,5.1,8.7,0.586,4.5,6.3,0.7140000000000001,3.3,5.1,8.4,17.0,3.0,0.9,2.1,5.7,14.6,,128,106
Donyell Marshall,27,5,5,160,7.6,18.8,0.40700000000000003,0.3,2.8,0.125,7.3,16.0,0.457,2.4,3.1,0.778,4.5,8.7,13.2,2.8,0.7,1.7,3.1,6.6,18.1,,93,108
Olden Polynice,36,5,5,100,8.9,16.7,0.5329999999999999,0.0,0.6,0.0,8.9,16.1,0.552,3.9,5.6,0.7,8.9,1.7,10.6,0.6,0.6,1.1,3.3,6.7,21.7,,110,114
Danny Manning,34,5,0,96,11.0,19.7,0.5589999999999999,1.2,1.2,1.0,9.8,18.5,0.531,5.2,6.9,0.75,1.2,5.2,6.4,1.7,1.7,2.3,4.1,12.2,28.4,,107,107
Greg Ostertag,27,5,0,64,3.5,9.6,0.364,0.0,0.0,,3.5,9.6,0.364,0.0,3.5,0.0,5.2,10.4,15.6,0.9,0.0,1.7,1.7,8.7,6.9,,76,108
David Benoit,32,4,0,61,6.4,17.3,0.368,1.8,5.5,0.33299999999999996,4.6,11.8,0.385,6.4,6.4,1.0,0.9,5.5,6.4,1.8,0.0,1.8,1.8,5.5,21.0,,108,112
Jacque Vaughn,25,5,0,57,1.0,9.8,0.1,1.0,2.0,0.5,0.0,7.8,0.0,0.0,0.0,,0.0,2.0,2.0,7.8,0.0,1.0,1.0,12.7,2.9,,64,115
John Starks,35,3,0,36,6.2,18.5,0.33299999999999996,1.5,6.2,0.25,4.6,12.4,0.375,3.1,3.1,1.0,0.0,4.6,4.6,1.5,1.5,1.5,3.1,7.7,17.0,,81,109
John Crotty,31,4,0,19,0.0,8.8,0.0,0.0,0.0,,0.0,8.8,0.0,8.8,8.8,1.0,2.9,5.9,8.8,8.8,2.9,2.9,0.0,8.8,8.8,,115,104
DeShawn Stevenson,19,1,0,8,6.9,13.9,0.5,0.0,0.0,,6.9,13.9,0.5,0.0,0.0,,0.0,6.9,6.9,0.0,0.0,0.0,6.9,0.0,13.9,,60,113
